#(threads),time taken(in ns)
1,250045836
2,82733079
3,84940346
4,41725741
5,42677702
6,32271800
7,54819226
8,47997830
9,42992079
10,38246029
11,38148774
12,35961257
13,45294713
14,34865635
15,43281645
16,40729795
17,36706704
18,37139778
19,39160926
20,36370536
21,40723619
22,38090468
23,38047314
24,38067025
25,37779832
26,35971888
27,42712676
28,38668654
29,42744230
30,39765676
31,42818248
32,40876996
33,42684395
34,38528325
35,38491522
36,40210504
37,38559764
38,40847363
39,40760690
40,41987450
41,48768724
42,42920740
43,38801099
44,43319689
45,43026745
46,36768380
47,38053865
48,43322756
49,46577170
50,36570094
51,48219415
52,53467206
53,48080842
54,51164558
55,49029334
56,45651375
57,51348631
58,47496943
59,54707517
60,49319443
61,45980575
62,58137573
63,54776361
64,53781721
65,53345327
66,51710014
67,52893527
68,50346859
69,53280681
70,51705501
71,52102920
72,52979189
73,56080815
74,54678186
75,50944409
76,51485426
77,50747647
78,53395991
79,53652315
80,56663018
81,51288530
82,52582043
83,49976093
84,53336539
85,51236373
86,53103392
87,52041053
88,48610309
89,53954865
90,48421299
91,53783564
92,47330614
93,51668998
94,49983521
95,51494605
96,51606543
97,47243377
98,51080817
99,51749952
100,48494815
101,51698199
102,46760512
103,48777090
104,48576878
105,52623690
106,55941072
107,49230621
108,51482124
109,49677126
110,53114268
111,52566570
112,45205614
113,51399580
114,52690657
115,55048688
116,50998138
117,49640579
118,48945804
119,49696234
120,50254871
121,45863820
122,49780038
123,47858252
124,52681324
125,50117510
126,54512384
127,54013900
128,52026817
129,49737577
130,55392969
131,52888932
132,53536374
133,55696974
134,48649018
135,55909974
136,53888026
137,54756477
138,55244487
139,50398177
140,53876717
141,52564859
142,55579977
143,54962188
144,57303542
145,53504039
146,53394952
147,48593221
148,51948041
149,53031356
150,57294868
151,53010584
152,53531983
153,52856178
154,57691855
155,57180761
156,55997188
157,57440720
158,54289350
159,55259900
160,50733664
161,54807325
162,51532658
163,55429020
164,47609334
165,56316716
166,52020096
167,49470855
168,54260999
169,54521328
170,47586553
171,52034606
172,53852847
173,50766756
174,52812363
175,54835459
176,53311532
177,55426470
178,50828655
179,52795767
180,54241217
181,57211922
182,51022492
183,52378194
184,52191736
185,53918894
186,52476948
187,57149094
188,52279390
189,53138772
190,52904741
191,55335850
192,53598550
193,51873947
194,56836812
195,55732655
196,53343619
197,52719420
198,52101557
199,58073762
200,51373810
201,55608646
202,54331236
203,46553091
204,57031489
205,58087666
206,54095507
207,56958035
208,53054287
209,51302738
210,54399067
211,55058699
212,53714107
213,52628037
214,55160325
215,53274572
216,53351244
217,55013669
218,56706724
219,53747895
220,53937791
221,54667072
222,53656560
223,52157586
224,55338966
225,52064223
226,55264460
227,54371633
228,56960772
229,53323527
230,51153654
231,55463171
232,54553328
233,53455813
234,54927572
235,57220369
236,53192238
237,49817195
238,54450609
239,51597039
240,53254417
241,58443928
242,58199035
243,53096568
244,53454700
245,53432900
246,52223199
247,54701345
248,55198722
249,56129753
250,54403730
251,54263843
252,54073204
253,54834233
254,56671010
255,53312941
256,55971823
257,53237298
258,52878781
259,54342927
260,55736818
261,56980328
262,53989720
263,55950465
264,58275488
265,54291439
266,55391502
267,50965967
268,52974288
269,54267224
270,58036382
271,53811445
272,53980023
273,57874086
274,55659968
275,55562000
276,58352450
277,56408086
278,54318097
279,54225043
280,57642749
281,55937323
282,57560073
283,56281720
284,56121163
285,55803764
286,55908981
287,53891003
288,55027840
289,58802441
290,53191946
291,55115148
292,56631559
293,55143495
294,56995649
295,53496090
296,53200925
297,57328250
298,52760918
299,52587348
300,56644003
301,57996114
302,56607798
303,52471538
304,54262788
305,57846937
306,57492892
307,52916697
308,53294231
309,53348132
310,56000368
311,53104797
312,55722121
313,53435322
314,55792820
315,56729721
316,54586414
317,52458199
318,58383922
319,53468177
320,54059442
321,54180987
322,54235596
323,57316834
324,55859819
325,57234150
326,89462921
327,56121459
328,55894184
329,56641209
330,56812412
331,58568733
332,53769258
333,52403884
334,54268057
335,56128674
336,56357556
337,55211220
338,54783084
339,52576332
340,54660636
341,53147104
342,57550089
343,54976856
344,59776610
345,58174656
346,57087665
347,55951041
348,56827123
349,56191211
350,54033638
351,53429860
352,54375273
353,54004730
354,57793246
355,53937209
356,55016360
357,54765991
358,56946178
359,53407270
360,52082192
361,54319773
362,53946931
363,54989725
364,53561426
365,58307516
366,54358739
367,55697317
368,53394956
369,52037205
370,54718959
371,57294301
372,54075112
373,60303576
374,53296756
375,58692909
376,56038470
377,55754888
378,54550144
379,56284975
380,55608611
381,55730219
382,55757101
383,59472498
384,54759803
385,54256176
386,58649016
387,55533600
388,57995243
389,57640676
390,55879204
391,55109226
392,57550305
393,56738092
394,58557963
395,55214749
396,55353117
397,53569385
398,58619805
399,55608491
400,61509171
401,54940808
402,57541394
403,56901221
404,56179328
405,58628344
406,58839795
407,57362365
408,58151044
409,56755635
410,55783091
411,53888709
412,55796658
413,56329298
414,53964107
415,58354558
416,54707392
417,55304851
418,57314604
419,57363771
420,58215040
421,57498723
422,57397466
423,57208634
424,56123655
425,58266887
426,57631427
427,56582882
428,54530761
429,57396197
430,58294187
431,56111522
432,55191452
433,54108023
434,58026230
435,55205997
436,58707829
437,58999294
438,59378004
439,54452376
440,62488938
441,57800815
442,56013759
443,56503162
444,56420370
445,60665095
446,54892255
447,53832768
448,56156677
449,58385999
450,55770542
451,57863727
452,56546394
453,55801208
454,55862194
455,56279218
456,57328525
457,54603025
458,57621730
459,56278005
460,61001794
461,57394472
462,57685522
463,58448452
464,56925277
465,58348437
466,57773804
467,58488779
468,58927077
469,59518477
470,55499403
471,57831548
472,59408194
473,57952959
474,56511945
475,58707219
476,55342223
477,58706167
478,57763221
479,54549300
480,55707137
481,60621753
482,55356816
483,55884082
484,59488920
485,56324848
486,56028052
487,57140793
488,59474732
489,58217161
490,54781768
491,60006637
492,59189707
493,57229210
494,56997315
495,59575831
496,57528880
497,56177760
498,54297944
499,56254962
500,60621406
501,55310696
502,54358322
503,55512937
504,57360728
505,55393172
506,56043831
507,57376977
508,55098187
509,55139539
510,59998321
511,57557437
512,58776503
513,54508708
514,58283389
515,57915342
516,56595076
517,55878622
518,55040276
519,59534963
520,57822527
521,56691340
522,56155198
523,55450630
524,57459520
525,56878173
526,58300429
527,58094470
528,56897446
529,56018136
530,55129568
531,57568498
532,56446877
533,56684718
534,56702361
535,56663243
536,59588912
537,56975908
538,52848579
539,59900006
540,55866512
541,57746553
542,55628855
543,56317198
544,55262602
545,55133944
546,55893655
547,55385058
548,58712213
549,59631257
550,56860200
551,55451998
552,55514425
553,55130537
554,56535825
555,58571364
556,56919008
557,56564872
558,58228836
559,56922898
560,59481265
561,58310673
562,57783500
563,57753233
564,57557887
565,55020083
566,56990075
567,58201894
568,56229089
569,55171587
570,56421446
571,57553670
572,57655531
573,57949588
574,55645709
575,57054199
576,57842504
577,57104291
578,56160625
579,57405226
580,57991375
581,56609333
582,56279124
583,57772847
584,61416456
585,58410917
586,57443045
587,58930620
588,58222232
589,57299504
590,56264667
591,59566138
592,56619711
593,57314680
594,56523939
595,57981907
596,56894984
597,57858957
598,59946500
599,58001044
600,59052346
601,57979219
602,58673558
603,60949517
604,57172164
605,58761243
606,58002391
607,55624218
608,58586936
609,59258552
610,58028216
611,59758642
612,58252187
613,57532910
614,59194023
615,56656274
616,57954332
617,58188975
618,56581863
619,59907326
620,60743831
621,58374875
622,60355231
623,57459066
624,58161606
625,57386603
626,60641607
627,58209709
628,58817734
629,58449946
630,60256471
631,57521313
632,59233479
633,57976554
634,57165123
635,59621388
636,57041373
637,59481839
638,57772164
639,59225800
640,58229069
641,57548790
642,58739740
643,60079829
644,59161007
645,59706911
646,57289899
647,58199590
648,62011137
649,59596022
650,62548371
651,60423698
652,59980365
653,59139635
654,57335361
655,63380070
656,59411289
657,56480810
658,59447758
659,61266714
660,57479610
661,57937202
662,57866797
663,59794584
664,58585936
665,60483753
666,58806981
667,58684407
668,57527841
669,59637107
670,53685815
671,57299669
672,56486939
673,53968733
674,59162610
675,59087282
676,58731303
677,59501604
678,56602716
679,57630914
680,58116678
681,58732276
682,57905990
683,55834653
684,58334063
685,56571797
686,59568434
687,58694356
688,60931373
689,60406241
690,58364014
691,59085641
692,58888732
693,57321877
694,58418441
695,56401212
696,59159006
697,57000874
698,58032290
699,56326523
700,57859685
701,57128129
702,58053041
703,56572488
704,56635902
705,58544391
706,59059446
707,57323945
708,56455029
709,59786153
710,56219573
711,56286635
712,58971027
713,58535281
714,56756722
715,57592000
716,57546794
717,57129000
718,61880825
719,58054990
720,56254786
721,59574301
722,56933206
723,59058693
724,58011497
725,56913768
726,59514760
727,56953715
728,58477091
729,60342585
730,57357178
731,58057492
732,61018908
733,60512403
734,58142081
735,57900763
736,59616038
737,59251906
738,57690934
739,59339776
740,59246972
741,56699026
742,60929637
743,58541990
744,57519595
745,58798261
746,57478034
747,58317934
748,58990256
749,58700528
750,60108046
751,60601868
752,59722468
753,57677078
754,57702015
755,58064180
756,60217987
757,61114050
758,58443381
759,59382328
760,58587936
761,57366513
762,60006889
763,57203224
764,58588188
765,57846290
766,58828893
767,59668344
768,61144283
769,60972137
770,60700624
771,59979054
772,57506377
773,58588807
774,59052415
775,58741142
776,60223977
777,59953646
778,56985659
779,59000412
780,59003570
781,58571487
782,59507015
783,60656916
784,62253403
785,59041168
786,59385992
787,58975809
788,57429729
789,58773170
790,56881047
791,58087332
792,59787936
793,59268558
794,59801046
795,57887371
796,59157622
797,59991701
798,60884964
799,59094366
800,61510927
801,59152965
802,58675734
803,57831918
804,60494122
805,58103167
806,61069743
807,59801309
808,59258406
809,60429252
810,59368055
811,60009404
812,62600742
813,59604550
814,60531274
815,59270390
816,60576664
817,60842649
818,60563853
819,60523151
820,59948036
821,61632663
822,59455438
823,59039842
824,60491146
825,59725086
826,59875615
827,59998039
828,60261175
829,56837593
830,61826920
831,59616106
832,59188745
833,60977296
834,60978722
835,59287146
836,58356413
837,61194454
838,63329436
839,61017976
840,63275142
841,61321662
842,58462499
843,61328385
844,60607570
845,60055270
846,61310712
847,58515342
848,58781890
849,58281712
850,57888114
851,59903896
852,58567896
853,59285121
854,59869977
855,62353350
856,60713798
857,61519106
858,59727489
859,60371420
860,62666606
861,60995064
862,58930118
863,62504417
864,60761745
865,59648315
866,59758900
867,60821438
868,60350886
869,62091747
870,59936607
871,62799213
872,60390147
873,61376572
874,59935760
875,61402007
876,60298044
877,61191508
878,61098743
879,60561629
880,63319741
881,60600416
882,60185092
883,60459679
884,62549873
885,63569156
886,62447897
887,60989258
888,62684941
889,60909704
890,60927200
891,63194511
892,61101219
893,63785166
894,60516857
895,61805579
896,60438465
897,60947614
898,60069788
899,61019784
900,62440239
901,59073371
902,62399707
903,60811243
904,60523630
905,62146704
906,63139096
907,59536946
908,61732559
909,61647419
910,61730497
911,60353663
912,61654984
913,62480561
914,62007165
915,60972045
916,61542036
917,61247205
918,60392356
919,59478700
920,62320717
921,61708649
922,59818752
923,62616724
924,61490677
925,62039085
926,60439993
927,61104705
928,62446167
929,61834820
930,62659064
931,62709352
932,63286165
933,60517090
934,62863530
935,63702363
936,62837014
937,62855019
938,61909168
939,61266965
940,61252704
941,60642704
942,62408702
943,61583699
944,63879963
945,62397706
946,63457727
947,59551166
948,61968186
949,62748299
950,66760623
951,62324719
952,64163908
953,63013088
954,63133292
955,61819937
956,63579378
957,63597218
958,63796478
959,65582625
960,62593689
961,60839823
962,64917046
963,62396849
964,61465497
965,63063733
966,63089974
967,61564347
968,62135311
969,62215240
970,63151413
971,61826296
972,64171307
973,62955183
974,61171255
975,61644619
976,61818336
977,63278492
978,61532332
979,63426299
980,64323406
981,61773675
982,63408565
983,64218686
984,63848412
985,61243244
986,61715680
987,63593033
988,62435929
989,63101577
990,60079674
991,62843945
992,62156070
993,63433203
994,63260827
995,63088231
996,63374936
997,65745403
998,61523815
999,60041163
1000,56870982
1001,54391386
1002,57281380
1003,58276023
1004,57140673
1005,56463528
1006,56154556
1007,55695405
1008,56495096
1009,57430136
1010,57446572
1011,58534952
1012,56588889
1013,56859234
1014,55227898
1015,57390702
1016,56879440
1017,57167970
1018,57573746
1019,57441378
1020,55411625
1021,56976741
1022,56192508
1023,56678484
1024,59059664
1025,57085618
1026,58125297
1027,55856027
1028,55035220
1029,57586454
1030,57218052
1031,56781933
1032,55830619
1033,57604654
1034,57143949
1035,58208856
1036,55905950
1037,56618633
1038,58101625
1039,56107035
1040,56898932
1041,58094383
1042,58741287
1043,55616786
1044,58834732
1045,59984297
1046,59436347
1047,57821217
1048,58215873
1049,56163147
1050,57440111
1051,57377970
1052,56445925
1053,56640454
1054,58078448
1055,59643013
1056,58956854
1057,57321931
1058,57004377
1059,57928608
1060,60299503
1061,58226180
1062,58300311
1063,59279790
1064,58004356
1065,58722139
1066,59440417
1067,55866101
1068,58513510
1069,56000592
1070,60189251
1071,57295060
1072,57635477
1073,55972765
1074,55187977
1075,56920986
1076,55898483
1077,58982417
1078,58642646
1079,59214067
1080,57135389
1081,60936660
1082,57099565
1083,58789148
1084,61356374
1085,61185390
1086,57259835
1087,58285822
1088,58807967
1089,57050433
1090,56840200
1091,60031608
1092,58704635
1093,58787527
1094,56895697
1095,57128459
1096,58822508
1097,56272787
1098,57720915
1099,56124484
1100,58731794
1101,59440528
1102,56603009
1103,59666855
1104,59034001
1105,59102976
1106,58289114
1107,58924608
1108,58815535
1109,58350135
1110,59150671
1111,59834541
1112,58511916
1113,57049402
1114,57460316
1115,59512427
1116,58248263
1117,59328306
1118,60542260
1119,59832427
1120,59648912
1121,60625122
1122,57870844
1123,59644818
1124,59047291
1125,58959682
1126,57976833
1127,58530624
1128,60756461
1129,58348627
1130,58999263
1131,58944106
1132,60528376
1133,57779162
1134,59012540
1135,58968570
1136,59772933
1137,58672209
1138,62572687
1139,59275373
1140,58346252
1141,57766728
1142,60186483
1143,60205626
1144,61798296
1145,59431492
1146,56885457
1147,59208385
1148,59389502
1149,57383400
1150,60278173
1151,58734675
1152,59361331
1153,60693155
1154,60351154
1155,65523544
1156,61599267
1157,60694985
1158,59911026
1159,60349983
1160,60142098
1161,60160691
1162,59493821
1163,60740156
1164,60030739
1165,62948708
1166,60770439
1167,62617564
1168,58903363
1169,59361628
1170,59564763
1171,59307460
1172,61169715
1173,60173416
1174,58641027
1175,60346079
1176,58657716
1177,61391209
1178,62730731
1179,58242319
1180,60359377
1181,62552981
1182,61156605
1183,58864597
1184,58445334
1185,59897410
1186,61160048
1187,57540781
1188,58894641
1189,60807666
1190,60684053
1191,60314717
1192,59380406
1193,59797742
1194,60778261
1195,60397339
1196,60156927
1197,61628073
1198,58932806
1199,60311524
1200,59585723
1201,60024267
1202,59913812
1203,61202053
1204,60695183
1205,61177979
1206,61301087
1207,59280706
1208,63127436
1209,59198178
1210,61125563
1211,61332180
1212,60943257
1213,59026005
1214,60229152
1215,59034169
1216,61466813
1217,60481254
1218,60554241
1219,59542441
1220,61991641
1221,60991955
1222,59861652
1223,61002903
1224,61397282
1225,58493625
1226,60622196
1227,62724915
1228,59119616
1229,59771817
1230,60826705
1231,60111515
1232,61066113
1233,61563293
1234,61321837
1235,61533081
1236,59901637
1237,62403921
1238,60370909
1239,62039947
1240,60209306
1241,62391102
1242,60796786
1243,60979752
1244,61112907
1245,59181784
1246,62667157
1247,60367994
1248,59677547
1249,60409456
1250,61881009
1251,61920405
1252,60851655
1253,61085095
1254,61560547
1255,62355119
1256,61061131
1257,60802008
1258,62114877
1259,59780410
1260,60465801
1261,60473482
1262,61137415
1263,60115549
1264,60096372
1265,61688612
1266,59303881
1267,60234023
1268,62946191
1269,61876483
1270,61313086
1271,61652203
1272,61972433
1273,61135492
1274,64123177
1275,59963233
1276,61717896
1277,61290744
1278,62904801
1279,61372826
1280,61552021
1281,61763581
1282,63053057
1283,60459505
1284,62041915
1285,63826515
1286,62909630
1287,62239203
1288,64476081
1289,62702114
1290,62257057
1291,60914108
1292,62970077
1293,61323895
1294,66138198
1295,63570930
1296,61967297
1297,60942745
1298,62196371
1299,62028526
1300,61243913
1301,62302045
1302,61880604
1303,62470396
1304,61191208
1305,62646288
1306,63656051
1307,64088843
1308,62400667
1309,62459538
1310,64352908
1311,62393218
1312,62625322
1313,62862319
1314,62514734
1315,63240296
1316,61020517
1317,63444248
1318,64704903
1319,62246442
1320,64142367
1321,63715231
1322,62432291
1323,62150242
1324,64351205
1325,61151758
1326,63924920
1327,62551084
1328,63689165
1329,64351227
1330,64078433
1331,63526133
1332,61147830
1333,64708690
1334,61961157
1335,62037409
1336,62849602
1337,63015092
1338,62588956
1339,64496809
1340,63144349
1341,63587488
1342,62284752
1343,62342514
1344,62109669
1345,62198510
1346,64694958
1347,63740623
1348,62195264
1349,65153181
1350,63513060
1351,63392413
1352,61390277
1353,62754670
1354,64781482
1355,62600569
1356,62890780
1357,63612675
1358,62100428
1359,63034154
1360,63720658
1361,62301257
1362,62483668
1363,65569893
1364,62622303
