#(threads),time taken(in ns)
940,59126909
941,58208755
942,58056539
943,55020416
944,57235189
945,63299960
946,59684512
947,60093154
948,60252367
949,60516615
950,58772113
951,62490041
952,63911281
953,61569561
954,66159602
955,77947203
956,69929038
957,58802470
958,54739681
959,60030242
960,68448553
961,60623393
962,64282045
963,56538124
964,56363875
965,62292832
966,58548351
967,65430992
968,60030392
969,56958222
970,58766455
971,65960504
972,57066558
973,56977242
974,56371433
975,58011177
976,60214836
977,56544338
978,57455571
979,66504849
980,65056624
981,60066712
982,56231976
983,62970271
984,61886320
985,60332652
986,63776161
987,61198273
988,59153255
989,58459082
990,65501861
991,57844418
992,58215826
993,60496168
994,66737457
995,58810864
996,64076056
997,58375932
998,59170619
999,64524325
1000,60157257
1001,59229478
1002,56857089
1003,52433528
1004,52701104
1005,51858237
1006,54190864
1007,53781656
1008,53344154
1009,55671432
1010,53104943
1011,53459593
1012,61593149
1013,51105199
1014,54245214
1015,52142061
1016,65247810
1017,51721879
1018,54425468
1019,51623809
1020,58764954
1021,54004678
1022,57763306
1023,57485067
1024,57025107
1025,60001793
1026,62691846
1027,58494979
1028,58115801
1029,57877347
1030,53164453
1031,53495917
1032,53071467
1033,54872140
1034,56039171
1035,52937843
1036,52615010
1037,54228979
1038,53460546
1039,53557228
1040,60595053
1041,60141840
1042,57916953
1043,55739871
1044,54592999
1045,53936579
1046,55659821
1047,53677255
1048,52233667
1049,51102489
1050,52268627
1051,50331576
1052,52282757
1053,54897066
1054,52501018
1055,54944610
1056,53605209
1057,52699849
1058,51894022
1059,60216722
1060,51759887
1061,53022230
1062,59290962
1063,55805225
1064,60520876
1065,54524917
1066,63116891
1067,54110158
1068,52310942
1069,52759356
1070,52594697
1071,52245943
1072,54338186
1073,52428262
1074,53730025
1075,67963114
1076,53705688
1077,54005843
1078,52018596
1079,56233820
1080,53486392
1081,60138699
1082,60877363
1083,53547263
1084,51825012
1085,55117823
1086,55071827
1087,54535603
1088,58044155
1089,52071298
1090,53257607
1091,55057761
1092,55171499
1093,53672356
1094,56119933
1095,58748227
1096,55993018
1097,55672871
1098,52700959
1099,60360444
1100,55395261
1101,53096381
1102,52665842
1103,53039424
1104,53303678
1105,54710448
1106,55774668
1107,57801586
1108,52853339
1109,55772991
1110,58685423
1111,68841513
1112,57166073
1113,57918945
1114,54819843
1115,53504221
1116,56534200
1117,53920387
1118,52089404
1119,53494708
1120,57813930
1121,53107019
1122,54448749
1123,58020400
1124,53947928
1125,54618732
1126,53423287
1127,53437517
1128,54374198
1129,56031621
1130,54007674
1131,55103190
1132,54463812
1133,65663220
1134,74117358
1135,57770304
1136,57286989
1137,71312002
1138,61505968
1139,57237109
1140,62484161
1141,56736019
1142,55566776
1143,53590942
1144,53568217
1145,53894662
1146,55562152
1147,58414673
1148,59388252
1149,61828065
1150,57790843
1151,55101915
1152,58066475
1153,53579953
1154,56142213
1155,63531443
1156,54347216
1157,62500067
1158,53892193
1159,55923362
1160,53233164
1161,58712459
1162,54100488
1163,53686933
1164,54067174
1165,61837310
1166,54457253
1167,57003054
1168,53746132
1169,56301974
1170,54148812
1171,54614888
1172,53457361
1173,55388500
1174,55694017
1175,58463793
1176,53614387
1177,53003707
1178,59648629
1179,65181190
1180,57856517
1181,54728809
1182,56642213
1183,58037852
1184,53915247
1185,58629302
1186,56851972
1187,53953386
1188,56316982
1189,52709944
1190,56080810
1191,55298263
1192,54008039
1193,55381789
1194,54976714
1195,55268218
1196,56332712
1197,56473630
1198,56343094
1199,59086630
1200,56877833
1201,55131523
1202,56936266
1203,56994130
1204,54876670
1205,56494585
1206,56022288
1207,56081074
1208,54765431
1209,56489114
1210,55018472
1211,56677186
1212,56367691
1213,63097315
1214,58290879
1215,55104936
1216,61559990
1217,56148828
1218,58649292
1219,55744893
1220,55771147
1221,57869238
1222,62339545
1223,57590936
1224,58680802
1225,56347235
1226,56238067
1227,55856596
1228,55666425
1229,57375261
1230,55824639
1231,56602289
1232,56775260
1233,55219229
1234,59254905
1235,57112585
1236,57169087
1237,57363641
1238,56358340
1239,57884952
1240,54885007
1241,55198171
1242,56777652
1243,56399058
1244,59341112
1245,60632323
1246,56807815
1247,55779150
1248,56618606
1249,63792485
1250,56806336
1251,56415097
1252,58501386
1253,57153693
1254,56418149
1255,56307675
1256,56636883
1257,56227123
1258,58855262
1259,56758358
1260,58529117
1261,62775828
1262,55060883
1263,56600040
1264,56930540
1265,61642805
1266,56237114
1267,59996891
1268,61087217
1269,59250985
1270,56553830
1271,57554022
1272,56597462
1273,60202068
1274,59172784
1275,55407936
1276,59479336
1277,56717222
1278,55325243
1279,56363220
1280,56266284
1281,58712781
1282,56344384
1283,61054325
1284,59429787
1285,57081113
1286,59553175
1287,57140953
1288,56902951
1289,56527503
1290,56937477
1291,57259794
1292,61557054
1293,57177130
1294,57261206
1295,59679402
1296,60394892
1297,57104141
1298,56612840
1299,55090662
1300,57537757
1301,57960743
1302,56407417
1303,56666448
1304,59622486
1305,57460130
1306,58556516
1307,59304178
1308,57761145
1309,57921946
1310,57568654
1311,58441715
1312,62210269
1313,58065947
1314,57016625
1315,58678379
1316,57554334
1317,56054057
1318,57655672
1319,57351517
1320,59241819
1321,60454167
1322,58284296
1323,58261418
1324,57985908
1325,57782677
1326,60173557
1327,58439965
1328,58215068
1329,57906984
1330,57933953
1331,58454577
1332,59232532
1333,60193178
1334,58775722
1335,57638871
1336,58393745
1337,93508600
1338,59258250
1339,57594964
1340,58849358
1341,61432527
1342,61603735
1343,58458960
1344,58309425
1345,58788796
1346,59890186
1347,58961165
1348,58726059
1349,59124686
1350,58420392
1351,60019172
1352,58048069
1353,59900765
1354,58417905
1355,57577830
1356,60011196
1357,58543032
1358,60286194
1359,58542373
1360,59679827
1361,59774667
1362,60177659
1363,59384380
1364,58511760
1365,59092299
1366,58428148
1367,57747131
1368,57628181
1369,59661025
1370,57269744
1371,58638484
1372,58899786
1373,58354616
1374,58722457
1375,58521362
1376,58636455
1377,59286203
1378,58771527
1379,60376097
1380,60370679
1381,58842228
1382,59232207
1383,59732006
1384,58827197
1385,60603559
1386,58550937
1387,65937918
1388,60103173
1389,61051870
1390,58433943
1391,57116686
1392,60317523
1393,59427276
1394,59828792
1395,59726986
1396,71752113
1397,58245998
1398,58556609
1399,61307884
1400,62106608
1401,69345193
1402,58786858
1403,63038663
1404,61313339
1405,59264322
1406,59530661
1407,60731741
1408,61840169
1409,59358630
1410,58675835
1411,59086398
1412,60849968
1413,60323563
1414,58434276
1415,60538583
1416,59353758
1417,61626083
1418,61388367
1419,59543943
1420,61797615
1421,60259114
1422,61394958
1423,60022338
1424,61433871
1425,61661392
1426,62353075
1427,61838967
1428,60591296
1429,60994983
1430,59373044
1431,59942598
1432,60044092
1433,60155718
1434,60327319
1435,63542766
1436,61419258
1437,60975079
1438,61605007
1439,61796401
1440,60958106
1441,59987124
1442,59359078
1443,60236738
1444,61474956
1445,60939356
1446,64557422
1447,60160710
1448,60900658
1449,62320725
1450,60127405
1451,59892531
1452,60330002
1453,60853112
1454,61013878
1455,58715223
1456,61767057
1457,61622427
1458,61544395
1459,61551861
1460,60165277
1461,60357700
1462,60485731
1463,60562509
1464,60430558
1465,62511023
1466,64110274
1467,63492476
1468,59973200
1469,63528325
1470,60651143
1471,60293503
1472,60802236
1473,60851652
1474,61138740
1475,59986633
1476,64443540
1477,61105356
1478,63964060
1479,60161808
1480,61853325
1481,68742846
1482,60600413
1483,60768629
1484,61762178
1485,61581769
1486,61505060
1487,64385806
1488,63432913
1489,63255266
1490,62046625
1491,61151463
1492,60906796
1493,61132356
1494,61462177
1495,62742932
1496,62637574
1497,63734876
1498,62626995
1499,63966794
1500,61690484
1501,61286061
1502,62004247
1503,64100782
1504,60353435
1505,61964243
1506,63016840
1507,61656207
1508,62480897
1509,63181814
1510,62141910
1511,62547355
1512,62016250
1513,63023268
1514,61569352
1515,63107417
1516,63348550
1517,61787185
1518,62261132
1519,62122722
1520,64115139
1521,60055785
1522,61690596
1523,62866514
1524,64614585
1525,62592233
1526,61268696
1527,62429913
1528,63635409
1529,62721165
1530,63537387
1531,63524332
1532,62624356
1533,65261911
1534,62519045
1535,64639234
1536,65602023
1537,63772743
1538,63220210
1539,61750100
1540,64213523
1541,62255260
1542,63675790
1543,61929980
1544,61726051
1545,63231638
1546,62581163
1547,60040814
1548,62970399
1549,62803585
1550,63061251
1551,62936819
1552,62586683
1553,66273143
1554,65556577
1555,62280811
1556,63702610
1557,62989440
1558,65145480
1559,62606587
1560,63689567
1561,62369906
1562,62821049
1563,63436466
1564,63455199
1565,63779140
1566,64449074
1567,67343817
1568,64457692
1569,61732615
1570,61903631
1571,64944779
1572,65292085
1573,64667096
1574,63005309
1575,63941502
1576,65389118
1577,65407458
1578,64390065
1579,62349396
1580,64857902
1581,63196348
1582,63993814
1583,64230823
1584,64324546
1585,64525774
1586,62430650
1587,63462611
1588,65386847
1589,66293050
1590,73792428
1591,75870353
1592,69966683
1593,65390605
1594,63369429
1595,65899386
1596,62657954
1597,66383664
1598,65123396
1599,65657742
1600,63980266
1601,65831414
1602,63405401
1603,63488668
1604,66186452
1605,63447547
1606,63106561
1607,62080364
1608,63815884
1609,64390494
1610,64751388
1611,65323634
1612,63917074
1613,64001980
1614,63210054
1615,64215402
1616,64976369
1617,64461529
1618,64592395
1619,65039869
1620,65545050
1621,65595807
1622,65083510
1623,62446890
1624,64693252
1625,64078364
1626,64486658
1627,65422520
1628,64990616
1629,65389257
1630,66370857
1631,64602717
1632,66157654
1633,64675296
1634,64711101
1635,64509670
1636,67560467
1637,65386606
1638,64024513
1639,64330137
1640,65324578
1641,63736045
1642,63922521
1643,64288067
1644,64240308
1645,67024989
1646,65784924
1647,64978426
1648,63996033
1649,65401206
1650,64605216
1651,64846843
1652,65722029
1653,66715672
1654,64542258
1655,64596944
1656,64183432
1657,66625939
1658,65148640
1659,66193689
1660,66625974
1661,66289649
1662,65725333
1663,65518430
1664,68383045
1665,65309136
1666,64965572
1667,64723709
1668,67152323
1669,66458967
1670,64855837
1671,65515145
1672,67322969
1673,65185803
1674,63378124
1675,65151556
1676,64879771
1677,64823728
1678,67787821
1679,66275736
1680,64345841
1681,66695433
1682,64582325
1683,64420984
1684,65476806
1685,66020640
1686,66416517
1687,66222751
1688,63788801
1689,63528700
1690,65591691
1691,67565730
1692,65249278
1693,66419889
1694,67771497
1695,70729260
1696,66332296
1697,67841930
1698,66344126
1699,66654038
1700,67375405
1701,65607677
1702,69824903
1703,65979070
1704,68363228
1705,66285335
1706,67144516
1707,66676060
1708,66451181
1709,67276206
1710,66600662
1711,66333213
1712,64909473
1713,66103496
1714,66496808
1715,66630682
1716,67189625
1717,67325724
1718,67270861
1719,66393303
1720,65798197
1721,66962100
1722,67768187
1723,68802369
1724,66342770
1725,66230051
1726,67673163
1727,68807372
1728,65085140
1729,67630053
1730,66300010
1731,65409742
1732,68432526
1733,66952465
1734,66639488
1735,68200516
1736,67441673
1737,67588998
1738,66705129
1739,66758385
1740,68705470
1741,65993078
1742,67667197
1743,65795901
1744,67953453
1745,67610004
1746,65610043
1747,66621800
1748,68039890
1749,65827316
1750,67541790
1751,66859211
1752,66686937
1753,66323910
1754,65680428
1755,68184372
1756,67275523
1757,65717593
1758,66275305
1759,67190502
1760,67802822
1761,67167603
1762,67352984
1763,69403660
1764,69020742
1765,68276158
1766,67437585
1767,65298142
1768,66511245
1769,70178281
1770,69552819
1771,69277620
1772,65339385
1773,67250983
1774,68584197
1775,69335954
1776,68553436
1777,69678672
1778,69543251
1779,65578378
1780,68426148
1781,70204428
1782,68436642
1783,67950023
1784,66016399
1785,70472322
1786,67739157
1787,68011878
1788,69505814
1789,67230089
1790,67865512
1791,67440551
1792,68257247
1793,68075962
1794,69439458
1795,68397380
1796,69407040
1797,67525462
1798,69262001
1799,69934255
1800,70791351
1801,68859482
1802,68362733
1803,71630188
1804,67221106
1805,67150332
1806,69230824
1807,67778829
1808,68567922
1809,69517727
1810,70151304
1811,68929617
1812,68956212
1813,68091901
1814,70891953
1815,70838736
1816,67636124
1817,67178598
1818,68093534
1819,69411533
1820,69891976
1821,68264866
1822,67494372
1823,70245230
1824,67086074
1825,67976660
1826,68558914
1827,69497529
1828,71000560
1829,66897101
1830,68740888
1831,69337224
1832,70994364
1833,68816024
1834,69248615
1835,71289057
1836,68814075
1837,68197323
1838,69710827
1839,69789435
1840,69279247
1841,70016455
1842,67891212
1843,68527319
1844,68120417
1845,70464156
1846,69642249
1847,103834470
1848,68403522
1849,69042725
1850,68455913
1851,72546374
1852,69495526
1853,71096828
1854,69956867
1855,69069647
1856,67988007
1857,72459314
1858,69641991
1859,70106187
1860,69943985
1861,69018314
1862,67750319
1863,69546495
1864,70324486
1865,70289082
1866,68383050
1867,72645205
1868,72140027
1869,69097607
1870,69295373
1871,69989448
1872,70603754
1873,71905763
1874,72204870
1875,72389853
1876,72170839
1877,69639224
1878,71073771
1879,71664248
1880,70909804
1881,69184173
1882,70633549
1883,70289764
1884,72775633
1885,71527996
1886,69334376
1887,69563032
1888,70892492
1889,70502471
1890,71161804
1891,71607422
1892,72379283
1893,67466207
1894,69639436
1895,71791388
1896,68942780
1897,69906472
1898,72320083
1899,73067625
1900,69703820
1901,70578540
1902,72011087
1903,71552987
1904,70599516
1905,70775069
1906,70003829
1907,70443706
1908,69304363
1909,71710758
1910,70541631
1911,70863399
1912,69455014
1913,70217511
1914,69490960
1915,69543990
1916,70639864
1917,69852148
1918,71533791
1919,70777272
1920,70490436
1921,70287774
1922,71763991
1923,69937874
1924,69148737
1925,70647971
1926,72047527
1927,70740260
1928,70639569
1929,70492231
1930,68113805
1931,70435760
1932,74926884
1933,70258500
1934,70988539
1935,70791591
1936,71559968
1937,71017088
1938,71595275
1939,70822836
1940,70327724
1941,70467305
1942,71540824
1943,70865711
1944,69970683
1945,71601751
1946,72675959
1947,72337472
1948,70942231
1949,72291229
1950,71087152
1951,71049322
1952,71159264
1953,73308164
1954,71627652
1955,71086097
1956,72562842
1957,72195310
1958,73989578
1959,72042880
1960,70806813
1961,71702674
1962,71394259
1963,71190764
1964,73506870
1965,71168292
1966,72887247
1967,70811358
1968,71878953
1969,72677506
1970,72773843
1971,72013865
1972,70093157
1973,73730995
1974,71735719
1975,72899265
1976,72842626
1977,72243234
1978,70772615
1979,72416865
1980,72865170
1981,71377334
1982,71407348
1983,71222154
1984,76158721
1985,72662136
1986,72418947
1987,73377450
1988,74209755
1989,73518197
1990,71302765
1991,72037835
1992,73606987
1993,72666051
1994,70386437
1995,74006263
1996,72191303
1997,72630219
1998,71530562
1999,65124266
2000,57050636
