P1,P2,Time
1,1,1559301
1,2,292593
1,3,154287
1,4,215946
1,5,184025
1,6,111580
1,7,169113
1,8,158923
1,9,190282
1,10,207433
1,11,212207
1,12,237031
1,13,218818
1,14,156445
1,15,199788
1,16,338715
1,17,274834
1,18,219688
1,19,158675
1,20,171964
1,21,195172
1,22,206160
1,23,147011
1,24,141018
1,25,243803
2,1,251012
2,2,129040
2,3,133920
2,4,169371
2,5,330706
2,6,323426
2,7,621236
2,8,643198
2,9,135953
2,10,154083
2,11,145436
2,12,158835
2,13,106486
2,14,93559
2,15,149112
2,16,178773
2,17,146973
2,18,140159
2,19,1225035
2,20,2537418
2,21,105430
2,22,209194
2,23,144146
2,24,112811
2,25,1627141
3,1,194779
3,2,159047
3,3,169281
3,4,2789213
3,5,829708
3,6,1527347
3,7,124236
3,8,180345
3,9,5301666
3,10,3398540
3,11,3864426
3,12,2015139
3,13,2022043
3,14,889615
3,15,520458
3,16,525990
3,17,2268344
3,18,143539
3,19,132285
3,20,134243
3,21,127569
3,22,126570
3,23,124144
3,24,110202
3,25,119996
4,1,251240
4,2,124425
4,3,3685504
4,4,124571
4,5,2960094
4,6,177191
4,7,218170
4,8,149685
4,9,155539
4,10,128990
4,11,130077
4,12,122195
4,13,156161
4,14,141155
4,15,125079
4,16,506243
4,17,155711
4,18,138821
4,19,142944
4,20,226282
4,21,119824
4,22,249325
4,23,3845391
4,24,287963
4,25,493750
5,1,176593
5,2,186379
5,3,242963
5,4,252528
5,5,219518
5,6,347677
5,7,152959
5,8,205800
5,9,188521
5,10,260261
5,11,419741
5,12,534633
5,13,155661
5,14,282064
5,15,174797
5,16,171552
5,17,160289
5,18,165217
5,19,159067
5,20,175027
5,21,195904
5,22,195657
5,23,171690
5,24,153637
5,25,255131
6,1,2786972
6,2,214325
6,3,365881
6,4,164021
6,5,214950
6,6,214425
6,7,160285
6,8,167461
6,9,240014
6,10,152164
6,11,314452
6,12,441668
6,13,225016
6,14,182822
6,15,244146
6,16,180760
6,17,197079
6,18,2606417
6,19,790012
6,20,1385949
6,21,159981
6,22,202656
6,23,208073
6,24,183570
6,25,230884
7,1,220683
7,2,255296
7,3,2887829
7,4,669157
7,5,246266
7,6,325218
7,7,285298
7,8,181966
7,9,202959
7,10,203861
7,11,254386
7,12,224563
7,13,1970270
7,14,219603
7,15,379603
7,16,255631
7,17,210395
7,18,215269
7,19,213946
7,20,221590
7,21,539169
7,22,199710
7,23,201903
7,24,652913
7,25,940722
8,1,1432705
8,2,202754
8,3,297677
8,4,218286
8,5,190166
8,6,165387
8,7,215815
8,8,181245
8,9,344785
8,10,161707
8,11,238283
8,12,3273242
8,13,206824
8,14,1054865
8,15,379772
8,16,248224
8,17,375753
8,18,261637
8,19,341829
8,20,1698227
8,21,343417
8,22,481240
8,23,258146
8,24,320239
8,25,215261
9,1,336690
9,2,314274
9,3,232437
9,4,254138
9,5,243983
9,6,288439
9,7,239520
9,8,2496692
9,9,330651
9,10,1648057
9,11,325458
9,12,305752
9,13,255679
9,14,352815
9,15,2101134
9,16,271968
9,17,2233224
9,18,255421
9,19,286213
9,20,287843
9,21,235803
9,22,2681955
9,23,346096
9,24,500727
9,25,390997
10,1,420438
10,2,249908
10,3,290641
10,4,4683166
10,5,793974
10,6,399469
10,7,267605
10,8,335043
10,9,295604
10,10,219412
10,11,269218
10,12,324044
10,13,330476
10,14,236885
10,15,239362
10,16,814356
10,17,407187
10,18,846244
10,19,256636
10,20,312921
10,21,275491
10,22,348829
10,23,3644796
10,24,1023606
10,25,1288638
