P1,P2,Time
1,1,209521
1,2,141658
1,3,178276
1,4,190093
1,5,1844919
1,6,180010
1,7,1409531
1,8,1959894
1,9,135171
1,10,233172
1,11,159564
1,12,179152
1,13,148675
1,14,140225
1,15,186780
1,16,159299
1,17,202447
1,18,189588
1,19,157926
1,20,1196549
1,21,203432
1,22,211896
1,23,173422
1,24,220364
1,25,215918
2,1,85118
2,2,99453
2,3,133235
2,4,126284
2,5,117304
2,6,126824
2,7,148325
2,8,117597
2,9,94628
2,10,146926
2,11,287023
2,12,174754
2,13,207536
2,14,127022
2,15,117823
2,16,156424
2,17,132152
2,18,1481310
2,19,153638
2,20,1735197
2,21,160635
2,22,154264
2,23,120352
2,24,160645
2,25,130029
3,1,183568
3,2,129068
3,3,124850
3,4,132840
3,5,141765
3,6,130490
3,7,140340
3,8,119071
3,9,145625
3,10,134463
3,11,466417
3,12,749942
3,13,132710
3,14,734106
3,15,199768
3,16,148336
3,17,140460
3,18,236674
3,19,962591
3,20,1112890
3,21,163170
3,22,143207
3,23,144563
3,24,704009
3,25,1074125
4,1,1580811
4,2,513828
4,3,134275
4,4,136872
4,5,137913
4,6,168593
4,7,3302259
4,8,133391
4,9,1389859
4,10,165053
4,11,242580
4,12,182942
4,13,166870
4,14,189183
4,15,145526
4,16,165158
4,17,179361
4,18,2017887
4,19,435619
4,20,760531
4,21,152015
4,22,204946
4,23,221489
4,24,139742
4,25,151129
5,1,2185767
5,2,314432
5,3,169510
5,4,225171
5,5,201247
5,6,198627
5,7,197287
5,8,832851
5,9,1302996
5,10,249042
5,11,717319
5,12,137029
5,13,302858
5,14,182511
5,15,161665
5,16,1693668
5,17,899977
5,18,1504100
5,19,1441484
5,20,692857
5,21,647050
5,22,330982
5,23,213278
5,24,217727
5,25,1734390
6,1,1741966
6,2,233172
6,3,2273318
6,4,156825
6,5,263349
6,6,184137
6,7,334193
6,8,206997
6,9,292694
6,10,1311233
6,11,205040
6,12,488569
6,13,128590
6,14,253687
6,15,266689
6,16,192818
6,17,160860
6,18,6116874
6,19,648300
6,20,2122195
6,21,257408
6,22,247786
6,23,244609
6,24,235850
6,25,279658
7,1,893584
7,2,1485600
7,3,290573
7,4,291211
7,5,258820
7,6,362400
7,7,165081
7,8,329877
7,9,190214
7,10,184553
7,11,250741
7,12,173548
7,13,194832
7,14,2618703
7,15,247244
7,16,231530
7,17,810998
7,18,219942
7,19,216757
7,20,234144
7,21,224883
7,22,1864067
7,23,728845
7,24,1064275
7,25,201955
8,1,280374
8,2,285720
8,3,200127
8,4,181258
8,5,199324
8,6,183856
8,7,209901
8,8,179029
8,9,198593
8,10,269509
8,11,2328854
8,12,394865
8,13,2350801
8,14,239793
8,15,235952
8,16,241913
8,17,225427
8,18,2670529
8,19,281196
8,20,886431
8,21,317952
8,22,276078
8,23,219910
8,24,218104
8,25,316350
9,1,2692530
9,2,294768
9,3,350787
9,4,281454
9,5,251112
9,6,1984142
9,7,221153
9,8,303481
9,9,776212
9,10,525147
9,11,373865
9,12,233377
9,13,238961
9,14,188319
9,15,220585
9,16,288717
9,17,250030
9,18,213365
9,19,224018
9,20,1980898
9,21,334174
9,22,1441876
9,23,313544
9,24,230939
9,25,215549
10,1,250000
10,2,226387
10,3,218614
10,4,205675
10,5,230273
10,6,291283
10,7,3044708
10,8,589185
10,9,1276015
10,10,286800
10,11,376081
10,12,242477
10,13,360763
10,14,314879
10,15,322571
10,16,1499620
10,17,574903
10,18,387034
10,19,325721
10,20,251009
10,21,310417
10,22,518763
10,23,396195
10,24,341905
10,25,1145521
