#(threads),time taken(in ns)
412,56684356
413,55815186
414,52924791
415,54979304
416,56863237
417,55249957
418,55042578
419,53663332
420,54728104
421,56190738
422,59182861
423,55755255
424,56504561
425,58045647
426,54463937
427,51213484
428,55764040
429,56900373
430,55717587
431,54976458
432,52715689
433,56365703
434,54859910
435,54160321
436,53652792
437,57350640
438,54929186
439,55725924
440,58643551
441,55873935
442,55984935
443,56536326
444,56021831
445,55382701
446,56251432
447,55946760
448,56022671
449,58690892
450,53847013
451,53946561
452,54917879
453,54095773
454,56062675
455,53951200
456,55846464
457,65439753
458,55955806
459,58220809
460,56771793
461,55917848
462,55742618
463,57363228
464,56255515
465,55290994
466,55018213
467,55461604
468,55607264
469,56621293
470,54775210
471,56565002
472,55029301
473,58122784
474,58389461
475,57121588
476,58740171
477,54924374
478,54716986
479,56595807
480,60780774
481,54190732
482,59854437
483,57040970
484,54848490
485,58119974
486,56223001
487,57472256
488,53394900
489,57634309
490,53710293
491,55256656
492,55050310
493,58123177
494,55320809
495,56377370
496,58296573
497,55692550
498,55641324
499,53830064
500,54724121
501,54398367
502,56168309
503,55596672
504,56371117
505,54753216
506,53754888
507,55006115
508,56911367
509,56010325
510,57849115
511,55240652
512,58454199
513,54075451
514,58940566
515,54267373
516,53193706
517,57085028
518,54592350
519,57612084
520,56754065
521,56489959
522,57946932
523,55788497
524,56760101
525,56600450
526,54629814
527,55152425
528,54677285
529,56473844
530,55876257
531,56007099
532,57284865
533,55942394
534,57505253
535,58747980
536,58485321
537,59644194
538,57511832
539,56591874
540,53917450
541,53588165
542,55886620
543,55550021
544,57841600
545,55949534
546,54349046
547,54129675
548,55013110
549,56800741
550,56175495
551,58643278
552,55677767
553,58684803
554,56369613
555,55855904
556,57892749
557,59952294
558,56112501
559,58700289
560,58743737
561,55275524
562,55658508
563,55990892
564,54089870
565,58673218
566,54840902
567,58589970
568,59288361
569,58125898
570,57232022
571,55561577
572,57630008
573,56521984
574,55990414
575,56970464
576,56205942
577,56730997
578,57906112
579,56547695
580,56371905
581,54000122
582,56362604
583,55768167
584,59314477
585,56615909
586,56207941
587,56723718
588,57274836
589,58514296
590,55788684
591,56534998
592,58610431
593,55044992
594,54876185
595,54557076
596,53343634
597,57423643
598,60180302
599,54548552
600,56488227
601,58770910
602,57519322
603,56757088
604,56834171
605,58502705
606,56631976
607,57540716
608,58237861
609,57215525
610,57458575
611,57565262
612,58924279
613,57080871
614,54607456
615,56200161
616,56026935
617,56389304
618,57557866
619,56559978
620,55018253
621,57009194
622,57906594
623,58530035
624,56890651
625,57130743
626,56969820
627,59052102
628,58749363
629,58258092
630,58471938
631,55004763
632,56880041
633,58366052
634,57762644
635,58359631
636,57693582
637,57489370
638,55379348
639,60530788
640,54949876
641,59770892
642,54998312
643,59436484
644,57406788
645,57165265
646,57085952
647,56970825
648,58152904
649,59062042
650,59194919
651,58253996
652,61302476
653,58622982
654,57180688
655,56398852
656,56097610
657,59796949
658,57940779
659,57278203
660,60648311
661,59526176
662,56469000
663,61036661
664,60733650
665,56685173
666,57861183
667,57208775
668,57875829
669,54587006
670,56329248
671,57256101
672,60749960
673,55628663
674,56829572
675,54716648
676,58603793
677,55614074
678,56146717
679,57215254
680,55378915
681,54802761
682,57615324
683,55229762
684,57999922
685,55970996
686,56431228
687,56085769
688,54890666
689,53840305
690,56625852
691,57445766
692,56727470
693,56428353
694,54743411
695,55074651
696,57437928
697,54864372
698,57476934
699,55847088
700,55832333
701,58532976
702,56979337
703,56578199
704,55934114
705,58370815
706,56306264
707,57472931
708,53996234
709,54994957
710,58313320
711,58556093
712,56198691
713,55909106
714,55982861
715,54247749
716,58107073
717,56797376
718,57137244
719,56585518
720,56104076
721,57298099
722,56214924
723,54956782
724,57552686
725,57993927
726,55676693
727,57191518
728,59787974
729,57752923
730,57716177
731,57592345
732,59576065
733,56546692
734,56391374
735,58706020
736,60182233
737,57809361
738,88649678
739,55525376
740,57819079
741,57527367
742,58944710
743,58576637
744,61068324
745,56023101
746,60969819
747,57094434
748,58102604
749,56702728
750,56652994
751,58506363
752,56713039
753,58336346
754,58169516
755,59931647
756,56946652
757,57822218
758,55973455
759,55488665
760,56043161
761,57337591
762,60506197
763,57619210
764,56996541
765,56067997
766,58557914
767,63606853
768,64508023
769,60669132
770,68526687
771,65620953
772,69051061
773,64784370
774,73202528
775,72115727
776,73182873
777,63946084
778,62909344
779,59587360
780,54392388
781,57038155
782,60063195
783,60569435
784,57177229
785,58635615
786,59404745
787,58448674
788,59522712
789,59238510
790,60995418
791,62515066
792,59157711
793,59001391
794,61067598
795,57751245
796,57659795
797,59387072
798,58665839
799,58496887
800,62549232
801,60377781
802,56700927
803,57423609
804,57899424
805,64700812
806,64251258
807,63050555
808,59078765
809,58373220
810,62262785
811,61072104
812,64430700
813,61615114
814,60880639
815,61293243
816,61368757
817,62758238
818,63469670
819,64714063
820,58781774
821,59986785
822,57407396
823,60251471
824,60913334
825,60790889
826,61289708
827,59158857
828,59323484
829,62106690
830,58712360
831,56868408
832,59315442
833,57678567
834,57569417
835,60345757
836,60250464
837,59996366
838,61085334
839,61577417
840,59466205
841,58810804
842,59128694
843,58393803
844,61706375
845,59092523
846,60434232
847,60510051
848,63592670
849,57707003
850,58318840
851,59384981
852,58731673
853,59456184
854,59397405
855,59236130
856,58585267
857,62189248
858,61007696
859,58983735
860,59516945
861,59746633
862,59191850
863,60647103
864,61817696
865,60192534
866,63235612
867,60624740
868,60406959
869,59258865
870,59917079
871,57412960
872,59117234
873,58741276
874,61329206
875,59039056
876,62975133
877,59699865
878,59240642
879,60293662
880,60942963
881,60706469
882,61439461
883,58785375
884,61475267
885,61893808
886,61703398
887,59779371
888,60790446
889,59482317
890,60207898
891,59701791
892,62199710
893,60242845
894,58937031
895,59682716
896,61027900
897,62501826
898,59368284
899,60343071
900,60827893
901,61771017
902,59414011
903,60664093
904,61747767
905,59090805
906,60518948
907,60431086
908,61860909
909,60016115
910,59809906
911,61665813
912,61114848
913,58955477
914,61352024
915,62143312
916,60536496
917,58340754
918,60748766
919,60674899
920,61781750
921,63120900
922,62249835
923,61594396
924,59528223
925,60198963
926,60070041
927,63672995
928,61029199
929,60211550
930,61342316
931,62270659
932,61430063
933,59722804
934,61691819
935,61868932
936,61009987
937,61278485
938,58661481
939,61124557
940,61153022
941,61582528
942,63569976
943,62016421
944,62864409
945,63328607
946,61879311
947,59987674
948,62705529
949,59106532
950,62790270
951,61839175
952,61734396
953,62871201
954,62274026
955,62240503
956,61721766
957,59905823
958,60437021
959,62254409
960,59366117
961,61787834
962,61570633
963,63519626
964,61705131
965,68562829
966,62702416
967,63598986
968,61290167
969,62206913
970,60974198
971,62487207
972,62031168
973,62820805
974,62479559
975,60663345
976,65023116
977,61881587
978,60060480
979,61549851
980,62841800
981,62754555
982,62009581
983,64948459
984,59801027
985,62372805
986,60749398
987,63530692
988,60038754
989,64692509
990,62863551
991,62577617
992,60492163
993,63661485
994,60921178
995,62525984
996,61800731
997,60951585
998,61634353
999,59588242
1000,57312223
1001,54954693
1002,54924289
1003,56162961
1004,55808084
1005,54938153
1006,59481882
1007,56091463
1008,54687435
1009,56340072
1010,55247846
1011,54574926
1012,57584618
1013,56003384
1014,56955547
1015,55466736
1016,55843633
1017,57788993
1018,57493262
1019,56608409
1020,55722374
1021,56642958
1022,57449858
1023,55720141
1024,55173715
1025,55835286
1026,56446567
1027,56226565
1028,54407395
1029,57356634
1030,56883340
1031,56068371
1032,57726188
1033,55851175
1034,57144266
1035,56154263
1036,55197128
1037,56381065
1038,57553997
1039,56647760
1040,56337274
1041,56849404
1042,56881160
1043,56649952
1044,56325877
1045,57552569
1046,57532921
1047,55038921
1048,55274075
1049,58602482
1050,55197836
1051,57560857
1052,56912732
1053,57167655
1054,56948729
1055,56535354
1056,54965750
1057,57302054
1058,58460186
1059,57158845
1060,57529552
1061,58914947
1062,56660031
1063,57575620
1064,56531787
1065,58206116
1066,58050553
1067,57886522
1068,58013270
1069,57159009
1070,59184495
1071,55778319
1072,54589244
1073,57183590
1074,58022275
1075,56215018
1076,58696166
1077,57678989
1078,57330788
1079,58746811
1080,58335252
1081,56443220
1082,55156106
1083,58101805
1084,56866710
1085,57172774
1086,58909356
1087,56069789
1088,55739247
1089,60483832
1090,58868502
1091,58272605
1092,55905974
1093,58892658
1094,57202797
1095,65592985
1096,71054946
1097,68702414
1098,72061009
1099,70195689
1100,72178362
1101,69470222
1102,67660092
1103,68566383
1104,71202373
1105,68019054
1106,68665795
1107,66996459
1108,67803714
1109,69963213
1110,66634111
1111,69312712
1112,69199204
1113,70405693
1114,68861708
1115,66116654
1116,65637383
1117,68506030
1118,60531294
1119,56483659
1120,60815590
1121,66650405
1122,62633839
1123,57059044
1124,61227714
1125,57517987
1126,56869135
1127,57695839
1128,58241183
1129,59403452
1130,57658742
1131,57634716
1132,58031398
1133,58390480
1134,57366782
1135,56642906
1136,56377690
1137,56191992
1138,59689241
1139,59406333
1140,59705462
1141,57890161
1142,56990048
1143,58800897
1144,57799693
1145,58049652
1146,57830758
1147,60614091
1148,60379583
1149,58765345
1150,63384302
1151,58089614
1152,57342179
1153,58560644
1154,57159300
1155,58991571
1156,58453816
1157,59306687
1158,58679926
1159,59417809
1160,58345423
1161,57150169
1162,58493644
1163,60985361
1164,59385930
1165,58983461
1166,60140601
1167,58278082
1168,59477423
1169,61466813
1170,57431256
1171,61616801
1172,58360434
1173,58848529
1174,58057034
1175,60922363
1176,58928789
1177,58129915
1178,58183232
1179,59770830
1180,57703160
1181,59100484
1182,58122802
1183,58862270
1184,60134659
1185,57968459
1186,62025071
1187,59642049
1188,58137125
1189,58765791
1190,57270595
1191,59745120
1192,58415794
1193,59012013
1194,58009515
1195,58383498
1196,60057560
1197,59709935
1198,59402813
1199,59882127
1200,59520612
1201,61246768
1202,59566922
1203,57865876
1204,60283852
1205,58487255
1206,58775199
1207,60726028
1208,59469455
1209,58149614
1210,60016481
1211,59101150
1212,58290959
1213,61044966
1214,58445776
1215,61477654
1216,59565103
1217,59216760
1218,58514119
1219,61396489
1220,60202816
1221,60145402
1222,60508722
1223,64365065
1224,61546170
1225,58390384
1226,58028405
1227,59181546
1228,60270533
1229,60274758
1230,59722033
1231,60198009
1232,60477175
1233,59280624
1234,59557252
1235,61036435
1236,60717162
1237,59078275
1238,61335067
1239,58154576
1240,59713391
1241,61933776
1242,59848463
1243,60447438
1244,61484179
1245,60592519
1246,93814261
1247,61282784
1248,59248092
1249,60087292
1250,59723722
1251,60319562
1252,61444688
1253,61955180
1254,61189792
1255,59514510
1256,61402516
1257,61068313
1258,60428370
1259,59487090
1260,59899404
1261,61189157
1262,59452309
1263,59545895
1264,61131607
1265,63917192
1266,63327730
1267,59996296
1268,59106369
1269,58289669
1270,59793921
1271,59069473
1272,59739567
1273,60245498
1274,61536306
1275,59710906
1276,61253951
1277,60525392
1278,60738963
1279,61636460
1280,58997465
1281,60599732
1282,63434505
1283,61925533
1284,59988477
1285,60648295
1286,61604663
1287,60675298
1288,60602374
1289,63121804
1290,61754322
1291,60216891
1292,62314831
1293,60286349
1294,62434331
1295,61829342
1296,60392427
1297,62699154
1298,62415137
1299,61838857
1300,59654223
1301,60494075
1302,63340663
1303,62357185
1304,61853201
1305,59931206
1306,62424524
1307,63973521
1308,60913703
1309,60281698
1310,62710109
1311,61074488
1312,65902793
1313,61156829
1314,62675653
1315,61971247
1316,62597161
1317,61065500
1318,62477505
1319,64451869
1320,62811354
1321,61432075
1322,64130780
1323,61007644
1324,59434570
1325,61733625
1326,62318888
1327,62461204
1328,63487242
1329,62453388
1330,62840478
1331,61585107
1332,62713239
1333,62728875
1334,62597697
1335,61998367
1336,60786649
1337,68084317
1338,64147659
1339,60869111
1340,61123212
1341,64303928
1342,62461765
1343,64123689
1344,61985961
1345,63610480
1346,60534049
1347,64077103
1348,61429857
1349,61806523
1350,60183177
1351,61309735
1352,63552913
1353,62643042
1354,61248761
1355,63079127
1356,63799576
1357,63239642
1358,60700839
1359,60586199
1360,62926454
1361,64958504
1362,61959908
1363,62430580
1364,60657707
1365,62491184
1366,62777081
1367,62083877
1368,63364916
1369,61215841
1370,63913065
1371,64429505
1372,63511687
1373,62637496
1374,61915405
1375,62004630
1376,62136031
1377,62781109
1378,63611935
1379,64290089
1380,62374779
1381,61632605
1382,61953507
1383,64749497
1384,62773787
1385,64267380
1386,62947518
1387,61212420
1388,62598938
1389,62284551
1390,65054170
1391,61994840
1392,62665417
1393,63715422
1394,64053835
1395,62556513
1396,64867631
1397,61542352
1398,62149310
1399,65032186
1400,62987474
1401,64501967
1402,64689795
1403,64270296
1404,63764086
1405,63853195
1406,63365864
1407,62418865
1408,63279369
1409,64827828
1410,64736549
1411,63697292
1412,64450914
1413,63980806
1414,61083456
1415,64407224
1416,64600765
1417,62245305
1418,64620097
1419,63928341
1420,64010231
1421,65406073
1422,64787448
1423,62309552
1424,64436641
1425,65273651
1426,62416655
1427,66339533
1428,63594505
1429,61878995
1430,64181410
1431,64173259
1432,65811230
1433,63633373
1434,61747715
1435,65062073
1436,64847590
1437,65422373
1438,63301960
1439,63791192
1440,63951433
1441,63521062
1442,64470508
1443,65983580
1444,63162441
1445,67067946
1446,64796971
1447,66145109
1448,64275903
1449,64950893
1450,62370235
1451,63634489
1452,64126531
1453,64384617
1454,62201134
1455,63517123
1456,65258345
1457,67643465
1458,64883991
1459,65446712
1460,64418525
1461,65141218
1462,63995050
1463,65705342
1464,68828759
1465,66779707
1466,67459766
1467,65537528
1468,67981277
1469,64825133
1470,66123444
1471,64132009
1472,64166622
1473,64450538
1474,65003733
1475,63672156
1476,61887915
1477,65011359
1478,64970735
1479,64724461
1480,66138538
1481,66966071
1482,63180777
1483,64632532
1484,66791617
1485,65768967
1486,65077841
1487,65656278
1488,68234164
1489,64651647
1490,64901690
1491,64268836
1492,65441712
1493,63209272
1494,64222705
1495,63906414
1496,65459370
1497,65864831
1498,65016078
1499,65511603
1500,65546215
1501,64447934
1502,66140006
1503,64365893
1504,64186938
1505,63743832
1506,64785426
1507,65076472
1508,64915097
1509,66812522
1510,63097251
1511,69102950
1512,64749231
1513,64388614
1514,65362008
1515,67834585
1516,65019379
1517,65292775
1518,65444573
1519,64996967
1520,67197250
1521,64335027
1522,63355850
1523,65554404
1524,64234711
1525,67594499
1526,67955698
1527,64839775
1528,65804437
1529,68252187
1530,66065018
1531,68215377
1532,68828676
1533,66478323
1534,63305274
1535,63567553
1536,65747673
1537,66567845
1538,65820239
1539,67432235
1540,65282297
1541,67416194
1542,65203874
1543,67113106
1544,65133884
1545,65869174
1546,68976779
1547,65925135
1548,65909324
1549,67123667
1550,66357331
1551,66838970
1552,63870114
1553,63707346
1554,65790000
1555,66138890
1556,66308514
1557,65502438
1558,68046937
1559,67835981
1560,67072174
1561,66397485
1562,66555014
1563,65740176
1564,65450805
1565,64767072
1566,66494802
1567,70448450
1568,66075686
1569,66671017
1570,66076596
1571,66573076
1572,65400444
1573,66075488
1574,65200909
1575,67835483
1576,66448026
1577,67643782
1578,65389837
1579,65602850
1580,68400100
1581,68604115
1582,67079105
1583,66816958
1584,67142185
1585,66826257
1586,69323496
1587,67073286
1588,66596604
1589,68190081
1590,68334800
1591,66483105
1592,66678719
1593,68303175
1594,65457825
1595,66376556
1596,67478924
1597,66198031
1598,66601146
1599,67030288
1600,68044826
1601,66898742
1602,65909229
1603,70268792
1604,68387432
1605,68408311
1606,67636597
1607,68983869
1608,68526734
1609,69162406
1610,66938977
1611,68073517
1612,68326768
1613,66893806
1614,67832211
1615,66431069
1616,65557017
1617,68553629
1618,66071579
1619,67865933
1620,67826496
1621,67492500
1622,66789952
1623,65191684
1624,67087366
1625,67672030
1626,69873831
1627,70122580
1628,69463928
1629,68908383
1630,66746553
1631,68877862
1632,70071974
1633,66836897
1634,66310831
1635,67581805
1636,68250215
1637,66202080
1638,70096669
1639,69790498
1640,67773593
1641,68121109
1642,65923636
1643,69375485
1644,69306777
1645,69444774
1646,67510728
1647,67081731
1648,66484189
1649,67928784
1650,66998457
1651,69872176
1652,68977627
1653,69163948
1654,69236956
1655,67805203
1656,70268329
1657,69069508
1658,68293887
1659,67551940
1660,67084011
1661,66592448
1662,68375715
1663,66349626
1664,69006981
1665,68154935
1666,67677537
1667,68557627
1668,68136203
1669,67905467
1670,68333966
1671,67335281
1672,69948077
1673,69118491
1674,68546857
1675,69155489
1676,69047077
1677,67752422
1678,68789704
1679,67140196
1680,69581439
1681,68048486
1682,67186544
1683,67712565
1684,68330008
1685,67846036
1686,69225184
1687,69902635
1688,68360676
1689,70436422
1690,67119297
1691,70694263
1692,68597183
1693,68769813
1694,70809462
1695,69743052
1696,67807037
1697,70464454
1698,69559160
1699,69842948
1700,68573533
1701,70097899
1702,67498678
1703,68819538
1704,69846560
1705,68722813
1706,68463040
1707,70513585
1708,70670686
1709,69258908
1710,68734493
1711,69751686
1712,68103770
1713,69249847
1714,70999078
1715,69964339
1716,70269357
1717,68559569
1718,70450214
1719,69752240
1720,71255193
1721,70391644
1722,72544892
1723,70333571
1724,67267286
1725,69341809
1726,70159130
1727,69018582
1728,70804553
1729,69871706
1730,70392976
1731,70164810
1732,69522583
1733,69668766
1734,71011776
1735,69810289
1736,70094042
1737,69777263
1738,71503944
1739,69469915
1740,69811389
1741,70393471
1742,70820960
1743,70433459
1744,69876928
1745,70299430
1746,68907982
1747,70333350
1748,72040684
1749,68648271
1750,70940332
1751,70584885
1752,70290739
1753,66894385
1754,69957001
1755,104454479
1756,71211767
1757,70135391
1758,69176969
1759,68958676
1760,69209289
1761,71573689
1762,70034162
1763,70376995
1764,71223796
1765,70225191
1766,71938181
1767,71349677
1768,70412285
1769,68451266
1770,71333702
1771,69803447
1772,70837871
1773,72365404
1774,70494235
1775,71242597
1776,71835749
1777,70462685
1778,71168965
1779,70158726
1780,70258974
1781,68337953
1782,73307843
1783,72179968
1784,71467285
1785,71342127
1786,71857809
1787,69073144
1788,72623704
1789,71149334
1790,70022426
1791,72314284
1792,70442181
1793,72812979
1794,70379297
1795,70964158
1796,71258558
1797,74162345
1798,68942853
1799,71471913
1800,75322949
1801,71466414
1802,71374417
1803,71539650
1804,71178901
1805,71833877
1806,71984510
1807,72805825
1808,70911028
1809,73369782
1810,69800840
1811,75249550
1812,72003116
1813,71161999
1814,71220526
1815,71551365
1816,70289390
1817,71915617
1818,72908099
1819,75285116
1820,70408054
1821,74783790
1822,70751448
1823,71519968
1824,75047783
1825,71826346
1826,71115399
1827,73569248
1828,70071212
1829,70876733
1830,70885575
1831,73171736
1832,73779439
1833,70776348
1834,71920108
1835,70356320
1836,71302848
1837,70061578
1838,70925824
1839,73267868
1840,70990010
1841,72765634
1842,71263958
1843,73662511
1844,74271438
1845,72077413
1846,72194323
1847,81659615
1848,74387116
1849,70829119
1850,71756777
1851,71604505
1852,72961650
1853,73939795
1854,70799693
1855,72629534
1856,73855799
1857,74094207
1858,71981198
1859,71153095
1860,72994536
1861,70407686
1862,70422544
1863,70284825
1864,72625792
1865,70817140
1866,71702389
1867,69895995
1868,72023189
1869,72564188
1870,73966064
1871,72173235
1872,74883199
1873,72067980
1874,73127113
1875,70986748
1876,70623475
1877,73678687
1878,73609224
1879,74640004
1880,70751030
1881,72669879
1882,74718277
1883,75087902
1884,72501306
1885,72115865
1886,73381720
1887,72133839
1888,71588481
1889,73804337
1890,72186524
1891,73031265
1892,73372921
1893,72562824
1894,71610118
1895,74903374
1896,72486501
1897,76325743
1898,72513551
1899,77202273
1900,72789891
1901,73780158
1902,74437414
1903,73911055
1904,72911652
1905,71452762
1906,72548827
1907,73336393
1908,74131659
1909,73310076
1910,73531856
1911,73097462
1912,75439461
1913,71671207
1914,74808928
1915,72710018
1916,73103082
1917,74152343
1918,75118616
1919,74070060
1920,71827408
1921,73629254
1922,75260651
1923,75070746
1924,72644250
1925,72351211
1926,75387110
1927,73260089
1928,72078464
1929,75402401
1930,74817579
1931,75274007
1932,73547136
1933,74843734
1934,73082872
1935,73462143
1936,73579329
1937,73935756
1938,76336092
1939,75494473
1940,72834496
1941,73907298
1942,75724969
1943,73747148
1944,73561788
1945,75600224
1946,72528988
1947,75257038
1948,78627346
1949,73359919
1950,75347991
1951,74160769
1952,74926517
1953,72529508
1954,73510933
1955,74531014
1956,74474794
1957,72298226
1958,75014550
1959,72349755
1960,71000822
1961,73944684
1962,72168462
1963,74866070
1964,73067687
1965,75335843
1966,74821040
1967,72091734
1968,75104976
1969,75289213
1970,73828203
1971,73121249
1972,77272071
1973,73573665
1974,75031466
1975,75878289
1976,73256952
1977,74427596
1978,72431670
1979,78785857
1980,74095772
1981,74106702
1982,73572291
1983,74536613
1984,73217248
1985,74021671
1986,76416788
1987,74553865
1988,74322918
1989,77537778
1990,77652324
1991,74238522
1992,76127738
1993,73834059
1994,75958752
1995,76153977
1996,74526601
1997,72113254
1998,74650019
1999,69237199
2000,61547238
