P1,P2,Time
1,1,760335
1,2,656799
1,3,731774
1,4,728212
1,5,618758
1,6,675719
1,7,701882
1,8,675159
1,9,565964
1,10,617396
1,11,636578
1,12,649426
1,13,758137
1,14,627017
1,15,689082
1,16,712793
1,17,626578
1,18,1840263
1,19,607250
1,20,2017031
1,21,614869
1,22,567414
1,23,726656
1,24,647172
1,25,654703
1,26,571677
1,27,611122
1,28,616997
1,29,592348
1,30,633169
1,40,672103
1,50,633013
1,60,671875
1,70,851490
1,80,618465
1,90,546848
1,100,616206
1,200,689112
1,300,584566
1,400,623300
1,500,714651
1,600,622850
1,700,564276
1,800,595407
1,900,673781
1,1000,608330
1,2000,610363
2,1,326295
2,2,302655
2,3,336667
2,4,435401
2,5,318165
2,6,335995
2,7,288582
2,8,341437
2,9,358919
2,10,307297
2,11,563029
2,12,305636
2,13,324651
2,14,324328
2,15,370189
2,16,317189
2,17,362716
2,18,459722
2,19,317726
2,20,702896
2,21,325864
2,22,317031
2,23,314545
2,24,376413
2,25,301390
2,26,309097
2,27,325134
2,28,351748
2,29,394456
2,30,696399
2,40,405234
2,50,394588
2,60,395723
2,70,371522
2,80,349049
2,90,318347
2,100,351214
2,200,442218
2,300,318120
2,400,640680
2,500,357381
2,600,484543
2,700,557625
2,800,303359
2,900,276594
2,1000,353563
2,2000,334116
3,1,404794
3,2,414635
3,3,308546
3,4,360318
3,5,268380
3,6,306593
3,7,300927
3,8,270736
3,9,361247
3,10,298502
3,11,328936
3,12,351422
3,13,313557
3,14,313264
3,15,305675
3,16,304339
3,17,380504
3,18,1023857
3,19,341738
3,20,297339
3,21,264899
3,22,324587
3,23,287604
3,24,262803
3,25,419080
3,26,353419
3,27,318567
3,28,315990
3,29,342397
3,30,322907
3,40,308885
3,50,377666
3,60,368566
3,70,323345
3,80,298569
3,90,337051
3,100,300687
3,200,304862
3,300,301185
3,400,358190
3,500,307564
3,600,300863
3,700,325153
3,800,313984
3,900,317303
3,1000,367801
3,2000,272860
4,1,316635
4,2,395574
4,3,230555
4,4,288355
4,5,271091
4,6,341686
4,7,1053269
4,8,291530
4,9,268357
4,10,263209
4,11,255632
4,12,280312
4,13,245709
4,14,328654
4,15,363010
4,16,269510
4,17,263281
4,18,408038
4,19,365201
4,20,282878
4,21,229169
4,22,251890
4,23,293707
4,24,360816
4,25,257781
4,26,242950
4,27,249007
4,28,232646
4,29,275836
4,30,237136
4,40,247801
4,50,273779
4,60,246312
4,70,222219
4,80,225438
4,90,239774
4,100,269144
4,200,225844
4,300,267097
4,400,241391
4,500,335700
4,600,235381
4,700,369642
4,800,267452
4,900,221520
4,1000,267949
4,2000,230712
5,1,210523
5,2,332428
5,3,388510
5,4,256572
5,5,258007
5,6,296230
5,7,255972
5,8,241263
5,9,271873
5,10,391412
5,11,242687
5,12,236890
5,13,344784
5,14,364281
5,15,211089
5,16,299045
5,17,257018
5,18,264519
5,19,255946
5,20,250602
5,21,309846
5,22,287854
5,23,234837
5,24,287678
5,25,387124
5,26,360443
5,27,258272
5,28,361915
5,29,302789
5,30,231468
5,40,242727
5,50,283467
5,60,277920
5,70,301773
5,80,317381
5,90,225659
5,100,239975
5,200,330607
5,300,291056
5,400,257348
5,500,344784
5,600,368280
5,700,245549
5,800,275011
5,900,253327
5,1000,351480
5,2000,247355
6,1,300338
6,2,310847
6,3,268608
6,4,273137
6,5,296888
6,6,297942
6,7,383427
6,8,337678
6,9,296813
6,10,339296
6,11,315444
6,12,283815
6,13,286117
6,14,305611
6,15,273531
6,16,352633
6,17,306407
6,18,303635
6,19,315848
6,20,306147
6,21,414212
6,22,272273
6,23,342032
6,24,258365
6,25,301427
6,26,284484
6,27,292470
6,28,472979
6,29,274253
6,30,296321
6,40,311101
6,50,301320
6,60,270632
6,70,296836
6,80,260742
6,90,289977
6,100,290739
6,200,282637
6,300,292548
6,400,232146
6,500,288132
6,600,319972
6,700,265977
6,800,436841
6,900,264872
6,1000,282474
6,2000,284515
7,1,300988
7,2,249805
7,3,279128
7,4,276722
7,5,298213
7,6,281184
7,7,270694
7,8,304947
7,9,237047
7,10,268569
7,11,272038
7,12,388997
7,13,306924
7,14,294893
7,15,296468
7,16,274716
7,17,314269
7,18,278084
7,19,242147
7,20,283778
7,21,259777
7,22,265549
7,23,266046
7,24,314887
7,25,304444
7,26,273842
7,27,281098
7,28,390038
7,29,308899
7,30,326318
7,40,312632
7,50,336159
7,60,309611
7,70,325124
7,80,308173
7,90,280000
7,100,284743
7,200,292395
7,300,262181
7,400,328448
7,500,254074
7,600,265757
7,700,265773
7,800,265787
7,900,390873
7,1000,295123
7,2000,288185
8,1,284236
8,2,293738
8,3,341371
8,4,279423
8,5,311091
8,6,296875
8,7,288970
8,8,254844
8,9,274623
8,10,318152
8,11,263210
8,12,252885
8,13,301906
8,14,304690
8,15,336118
8,16,356779
8,17,284739
8,18,280082
8,19,299223
8,20,303813
8,21,293882
8,22,250960
8,23,335212
8,24,277546
8,25,303318
8,26,278699
8,27,303729
8,28,255074
8,29,268094
8,30,299467
8,40,288701
8,50,323648
8,60,300510
8,70,315748
8,80,297211
8,90,274095
8,100,269266
8,200,339500
8,300,285595
8,400,258155
8,500,361212
8,600,302923
8,700,325621
8,800,310184
8,900,324504
8,1000,294845
8,2000,304291
9,1,276809
9,2,318924
9,3,312397
9,4,331828
9,5,324973
9,6,375802
9,7,265101
