P1,P2,Time
1,1,3027725
1,2,512363
1,3,556676
1,4,518668
1,5,645258
1,6,383367
1,7,1251137
1,8,382795
1,9,333425
1,10,445243
1,11,396824
1,12,405704
1,13,480222
1,14,444549
1,15,403045
1,16,369145
1,17,2175079
1,18,529558
1,19,423051
1,20,493022
1,21,418401
1,22,427494
1,23,501705
1,24,386346
1,25,426430
1,26,582876
1,27,435766
1,28,399828
1,29,403124
1,30,479719
1,40,422928
1,50,3936908
1,60,442257
1,70,454011
1,80,385908
1,90,431775
1,100,411397
1,200,441384
1,300,667750
1,400,436998
1,500,4112828
1,600,415814
2,1,294939
2,2,221898
2,3,284493
2,4,280255
2,5,351368
2,6,289480
2,7,265420
2,8,270110
2,9,257892
2,10,310429
2,11,363924
2,12,298623
2,13,279377
2,14,528107
2,15,227228
2,16,274205
2,17,276843
2,18,294610
2,19,354710
2,20,278375
2,21,341672
2,22,323359
2,23,242613
2,24,309073
2,25,283081
2,26,577618
2,27,325119
2,28,656920
2,29,308977
2,30,279091
2,40,306352
2,50,357931
2,60,321334
2,70,562437
2,80,285808
2,90,348209
2,100,348161
2,200,2438949
2,300,296882
2,400,313398
2,500,343553
2,600,278081
3,1,198783
3,2,471989
3,3,221964
3,4,479038
3,5,236868
3,6,254812
3,7,224644
3,8,222735
3,9,230437
3,10,367234
3,11,300707
3,12,238056
3,13,337386
3,14,222570
3,15,237643
3,16,225488
3,17,203103
3,18,200233
3,19,277018
3,20,240882
3,21,3578919
3,22,247529
3,23,857373
3,24,687783
3,25,698612
3,26,172701
3,27,204050
3,28,301972
3,29,227011
3,30,3379613
3,40,239214
3,50,212953
3,60,317541
3,70,205949
3,80,234731
3,90,367998
3,100,250079
3,200,480492
3,300,315425
3,400,302090
3,500,387356
3,600,254840
4,1,237210
4,2,330472
4,3,230109
4,4,198972
4,5,314582
4,6,647954
4,7,203315
4,8,4478954
4,9,207413
4,10,248511
4,11,245757
4,12,243572
4,13,225896
4,14,310357
4,15,179507
4,16,401027
4,17,241074
4,18,324065
4,19,214656
4,20,317191
4,21,288284
4,22,1358473
4,23,218641
4,24,328962
4,25,464790
4,26,281882
4,27,234303
4,28,490599
4,29,209433
4,30,251030
4,40,265171
4,50,198223
4,60,219139
4,70,571770
4,80,195781
4,90,207573
4,100,440275
4,200,629133
4,300,207391
4,400,236788
4,500,282347
4,600,273663
5,1,217675
5,2,252195
5,3,293614
5,4,371936
5,5,289224
5,6,191948
5,7,298264
5,8,295809
5,9,291138
5,10,247395
5,11,411727
5,12,504320
5,13,210130
5,14,422295
5,15,2840685
5,16,476093
5,17,4301551
5,18,639550
5,19,546748
5,20,635497
5,21,323630
5,22,813911
5,23,3014752
5,24,665130
5,25,387916
5,26,654288
5,27,3043461
5,28,317224
5,29,2844569
5,30,177114
5,40,2896351
5,50,224264
5,60,176444
5,70,306410
5,80,255344
5,90,226942
5,100,273242
5,200,240342
5,300,210856
5,400,362848
5,500,285414
5,600,431710
6,1,376877
6,2,351872
6,3,256902
6,4,881857
6,5,349277
6,6,3665151
6,7,417982
6,8,241798
6,9,254296
6,10,263661
6,11,443628
6,12,268949
6,13,1447624
6,14,300506
6,15,417927
6,16,217529
6,17,3777294
6,18,401107
6,19,227625
6,20,1801066
6,21,337268
6,22,298006
6,23,255612
6,24,306446
6,25,184843
6,26,4389724
6,27,230357
6,28,469766
6,29,327369
6,30,269650
6,40,299330
6,50,326343
6,60,3494251
6,70,246960
6,80,3090069
6,90,638791
6,100,888013
6,200,223114
6,300,245623
6,400,351817
6,500,234596
6,600,364630
7,1,335883
7,2,318686
7,3,1288741
7,4,3445723
7,5,383540
7,6,201425
7,7,303849
7,8,263535
7,9,380262
7,10,286893
7,11,225284
7,12,318710
7,13,356026
7,14,297666
7,15,316435
7,16,312982
7,17,483584
7,18,344269
7,19,293907
7,20,323275
7,21,281767
7,22,290584
7,23,310505
7,24,334588
7,25,224972
7,26,420001
7,27,308136
7,28,287133
7,29,428208
7,30,232106
7,40,456365
7,50,337278
7,60,449495
7,70,378410
7,80,688229
7,90,263511
7,100,269020
7,200,1348155
7,300,312399
7,400,768144
7,500,294948
7,600,284045
8,1,334302
8,2,3725213
8,3,347188
8,4,317888
8,5,392395
8,6,314764
8,7,609419
8,8,308735
8,9,242925
8,10,476258
8,11,464587
8,12,304154
8,13,377523
8,14,232760
8,15,246272
8,16,305380
8,17,3661596
8,18,338362
8,19,314181
8,20,403733
8,21,270290
8,22,3855408
8,23,313778
8,24,313388
8,25,315436
8,26,3500953
8,27,407572
8,28,613772
8,29,8413906
8,30,3927346
8,40,3640062
8,50,349236
8,60,287361
8,70,275068
8,80,417391
8,90,306494
8,100,287798
8,200,263801
8,300,289889
8,400,251053
8,500,299919
8,600,1026127
9,1,302097
9,2,330574
9,3,8854152
9,4,312666
9,5,313987
9,6,345806
9,7,517726
9,8,397185
9,9,351423
9,10,308339
9,11,533869
9,12,487442
9,13,483125
9,14,425408
9,15,4790794
9,16,339293
9,17,444344
9,18,333237
9,19,524903
9,20,378441
9,21,700460
9,22,379827
9,23,394693
9,24,327730
9,25,433474
9,26,371633
9,27,877505
9,28,359520
9,29,329092
9,30,416923
9,40,407860
9,50,372706
9,60,3483417
9,70,338285
9,80,353162
9,90,387232
9,100,345255
9,200,262114
9,300,393770
9,400,285356
9,500,328438
9,600,668671
10,1,253656
10,2,337971
10,3,285825
10,4,739059
10,5,344939
10,6,3470529
10,7,294169
10,8,277793
10,9,609455
10,10,374184
10,11,9393620
10,12,571137
10,13,1072096
10,14,486328
10,15,362087
10,16,374844
10,17,317034
10,18,317158
10,19,336057
10,20,337066
10,21,297411
10,22,356471
10,23,374051
10,24,420403
10,25,558343
10,26,1059727
10,27,394308
10,28,394726
10,29,487047
10,30,335088
10,40,16200293
10,50,349928
10,60,420050
10,70,306157
10,80,456507
10,90,323260
10,100,392105
10,200,476463
10,300,3236586
10,400,380343
10,500,305395
10,600,3479738
11,1,314110
11,2,319292
11,3,301297
11,4,311285
11,5,430784
11,6,319393
11,7,410740
11,8,486226
11,9,5070384
11,10,3545299
11,11,344451
11,12,444069
11,13,528034
11,14,401474
11,15,456559
11,16,358425
11,17,584408
11,18,380448
11,19,381991
11,20,3518294
11,21,3367791
11,22,417811
11,23,762465
11,24,494751
11,25,545307
11,26,3433728
11,27,365940
11,28,482463
11,29,531835
11,30,464159
11,40,436860
11,50,363748
11,60,391906
11,70,381004
11,80,486838
11,90,343812
11,100,311758
11,200,311692
11,300,360899
11,400,390624
11,500,401965
11,600,405369
12,1,431402
12,2,426722
12,3,362625
12,4,380107
12,5,572960
12,6,4406772
12,7,393490
12,8,3714055
12,9,416376
12,10,635167
12,11,395732
12,12,3412825
12,13,334037
12,14,569029
12,15,394879
12,16,351736
12,17,395465
12,18,3474001
12,19,405881
12,20,433608
12,21,467730
12,22,570269
12,23,487790
12,24,3946382
12,25,579268
12,26,469602
12,27,693834
12,28,2174970
12,29,430290
12,30,380996
12,40,450901
12,50,1133747
12,60,476602
12,70,406712
12,80,379045
12,90,442206
12,100,3621991
12,200,593914
12,300,340940
12,400,3512282
12,500,402985
12,600,324548
13,1,427372
13,2,682143
13,3,456910
13,4,332204
13,5,372877
13,6,411760
13,7,1269473
13,8,2974031
13,9,942145
13,10,532901
13,11,311765
13,12,429778
13,13,573360
13,14,350498
13,15,413125
13,16,442918
13,17,368376
13,18,375346
13,19,539379
13,20,309637
13,21,403472
13,22,441708
13,23,370313
13,24,447048
13,25,654212
13,26,434126
13,27,433103
13,28,398717
13,29,941968
13,30,397964
13,40,436049
13,50,584705
13,60,2568086
13,70,454860
13,80,383937
13,90,455205
13,100,550421
13,200,388658
13,300,409197
13,400,404801
13,500,557701
13,600,406608
14,1,408130
14,2,369552
14,3,459547
14,4,544789
14,5,437335
14,6,610592
14,7,428536
14,8,368452
14,9,3591328
14,10,471955
14,11,416584
14,12,557646
14,13,481883
14,14,663010
14,15,394910
14,16,522519
14,17,466729
14,18,943318
14,19,3930472
14,20,3677127
14,21,471317
14,22,499280
14,23,562344
14,24,527013
14,25,397569
14,26,3636374
14,27,547246
14,28,434955
14,29,463692
14,30,634956
14,40,373985
14,50,420171
14,60,605636
14,70,546406
14,80,395946
14,90,440671
14,100,713823
14,200,483636
14,300,610131
14,400,484281
14,500,508479
14,600,3321706
15,1,3703814
15,2,732273
15,3,558323
15,4,318658
15,5,3519460
15,6,440720
15,7,539510
15,8,344385
15,9,413840
15,10,461838
15,11,14707776
15,12,339870
15,13,695008
15,14,3508455
15,15,369890
15,16,390208
15,17,472749
15,18,345352
15,19,608146
15,20,442997
15,21,4907451
15,22,705689
15,23,399420
15,24,585915
15,25,495799
15,26,506857
15,27,464272
15,28,510201
15,29,474028
15,30,679506
15,40,3752355
15,50,552329
15,60,473448
15,70,520048
15,80,684339
15,90,4193098
15,100,454145
15,200,463425
15,300,649922
15,400,704393
15,500,473098
15,600,463986
16,1,485182
16,2,772260
16,3,475413
16,4,636399
16,5,515946
16,6,471591
16,7,433996
16,8,726714
16,9,5907835
16,10,501207
16,11,3235548
16,12,796600
16,13,356877
16,14,407271
16,15,754047
16,16,473862
16,17,441572
16,18,654041
16,19,614087
16,20,628774
16,21,469578
16,22,602213
16,23,661578
16,24,547195
16,25,605349
16,26,675760
16,27,570323
16,28,467332
16,29,517203
16,30,1138015
16,40,541251
16,50,508251
16,60,499028
16,70,516091
16,80,1148233
16,90,561051
16,100,1152206
16,200,3421584
16,300,509298
16,400,464209
16,500,694145
16,600,685979
17,1,490334
17,2,940206
17,3,559142
17,4,623962
17,5,486148
17,6,494071
17,7,788465
17,8,727019
17,9,535254
17,10,855000
17,11,481746
17,12,716808
17,13,4166996
17,14,451261
17,15,468405
17,16,714951
17,17,502236
17,18,1241080
17,19,441190
17,20,678756
17,21,1219502
17,22,465943
17,23,424700
17,24,667573
17,25,762384
17,26,419409
17,27,4697994
17,28,406386
17,29,520044
17,30,714796
17,40,473054
17,50,946387
17,60,562774
17,70,616672
17,80,504581
17,90,3229993
17,100,456771
17,200,635592
17,300,663623
17,400,407146
17,500,663327
17,600,621890
18,1,423841
18,2,459811
18,3,715420
18,4,651374
18,5,480818
18,6,550512
18,7,784397
18,8,812610
18,9,447024
18,10,567771
18,11,522151
18,12,469097
18,13,757474
18,14,659275
18,15,569835
18,16,486658
18,17,761243
18,18,503160
18,19,478675
18,20,616973
18,21,3179433
18,22,473912
18,23,506533
18,24,718529
18,25,515097
18,26,568600
18,27,598361
18,28,708166
18,29,474928
18,30,3651394
18,40,518087
18,50,498776
18,60,516344
18,70,437983
18,80,719200
18,90,450710
18,100,618753
18,200,532006
18,300,534603
18,400,820793
18,500,643938
18,600,3310171
19,1,428872
19,2,693078
19,3,696339
19,4,578522
19,5,653878
19,6,506039
19,7,562544
19,8,536813
19,9,482990
19,10,573029
19,11,548336
19,12,801250
19,13,731189
19,14,692303
19,15,439948
19,16,467563
19,17,3575543
19,18,686847
19,19,456284
19,20,768572
19,21,690736
19,22,3207861
19,23,925308
19,24,3321526
19,25,580131
19,26,577340
19,27,481484
19,28,516226
19,29,701149
19,30,590048
19,40,488979
19,50,507192
19,60,512717
19,70,628661
19,80,543366
