P2,P1,Time
1,1,79249930
2,1,71756992
3,1,66214468
4,1,59698732
5,1,60456896
6,1,62738840
7,1,59712849
8,1,60898253
9,1,57487234
10,1,60720116
11,1,60966109
12,1,60219284
13,1,62585281
14,1,61306179
15,1,59725265
16,1,61906958
17,1,65057491
18,1,63601816
19,1,60250958
20,1,61049407
21,1,81277734
22,1,59771538
23,1,61983616
24,1,61922152
25,1,59403051
26,1,58709285
27,1,58465954
28,1,62410411
29,1,59455240
30,1,58697784
40,1,59641319
50,1,63380857
60,1,61914719
70,1,59092106
80,1,60382609
90,1,61169987
100,1,59962221
200,1,60278914
300,1,63241759
400,1,59397627
500,1,59661836
600,1,61264413
700,1,61244412
800,1,60923415
900,1,60917764
1000,1,60162229
2000,1,62581050
1,2,76576086
2,2,67625021
3,2,63958833
4,2,64592140
5,2,59454352
6,2,62654293
7,2,60212681
8,2,59940715
9,2,58735249
10,2,58875762
11,2,59790411
12,2,63336295
13,2,62760101
14,2,63994463
15,2,60384607
16,2,62590744
17,2,59861582
18,2,62910790
19,2,62813914
20,2,59326258
21,2,58749787
22,2,58864671
23,2,61018030
24,2,61832553
25,2,58049644
26,2,60785327
27,2,62860396
28,2,59056882
29,2,61137332
30,2,63549178
40,2,63844943
50,2,58211341
60,2,59263565
70,2,61894446
80,2,59467970
90,2,61576240
100,2,63028648
200,2,58522995
300,2,63734660
400,2,60456804
500,2,60145802
600,2,60768421
700,2,58551074
800,2,61704546
900,2,60730399
1000,2,60457166
2000,2,60774419
1,3,78928549
2,3,73056347
3,3,64644829
4,3,60053699
5,3,65593186
6,3,67913901
7,3,61403469
8,3,60985723
9,3,62173012
10,3,60565872
11,3,59896144
12,3,59692294
13,3,61101516
14,3,63409090
15,3,61754709
16,3,62835545
17,3,59429546
18,3,61707203
19,3,61751402
20,3,60133968
21,3,62299941
22,3,59561569
23,3,59770003
24,3,61063077
25,3,58572545
26,3,61927065
27,3,59952382
28,3,58700534
29,3,60770807
30,3,64564592
40,3,60443861
50,3,60044100
60,3,60645006
70,3,60990629
80,3,59238553
90,3,60781816
100,3,60601419
200,3,64517833
300,3,60810890
400,3,59968329
500,3,62215916
600,3,60470994
700,3,61098274
800,3,61144209
900,3,58941603
1000,3,58188933
