21,19,45096084
22,19,45424279
23,19,48891637
24,19,48179473
25,19,47810831
26,19,45365940
27,19,44295926
28,19,46975527
29,19,48968331
30,19,56073443
40,19,47039206
50,19,47645692
60,19,48565086
70,19,51427207
80,19,47738787
90,19,45354991
100,19,39886635
200,19,49118322
300,19,47684546
400,19,42097777
500,19,45827425
600,19,51949968
700,19,47367130
800,19,52838743
900,19,45103530
1000,19,44200688
2000,19,49023745
1,20,45592797
2,20,43423282
3,20,40467314
4,20,39877577
5,20,46004940
6,20,40778627
7,20,46992349
8,20,45653860
9,20,39469494
10,20,43998049
11,20,46838821
12,20,45167369
13,20,48287576
14,20,47737576
15,20,44270089
16,20,43550741
17,20,47477147
18,20,44346752
19,20,47272115
20,20,45106025
21,20,47348708
22,20,44810061
23,20,45889263
24,20,46101591
25,20,47346493
26,20,44611600
27,20,46051628
28,20,48454980
29,20,44229213
30,20,42284950
40,20,47523716
50,20,45817750
60,20,42448035
70,20,52650302
80,20,45772915
90,20,44613523
100,20,45846573
200,20,44526780
300,20,55420582
400,20,41138532
500,20,45001350
600,20,44636296
700,20,45695401
800,20,43176701
900,20,45750975
1000,20,50501626
2000,20,49007377
1,21,53863996
2,21,49213383
3,21,45163815
4,21,46878798
5,21,47050290
6,21,44523906
7,21,45814604
8,21,45336368
9,21,46876424
10,21,52459034
11,21,42142644
12,21,45952923
13,21,44365940
14,21,57016114
15,21,46666331
16,21,53989773
17,21,58002102
18,21,43350468
19,21,46268515
20,21,46995749
21,21,44998506
22,21,46254910
23,21,51709391
24,21,45218357
25,21,46153460
26,21,44831472
27,21,45460000
28,21,43213101
29,21,60597715
30,21,46176573
40,21,45209752
50,21,48808454
60,21,46746320
70,21,45919481
80,21,43557066
90,21,42764540
100,21,43138623
200,21,42731679
300,21,45023453
400,21,44837555
500,21,42806089
600,21,42798173
700,21,44266004
800,21,43324099
900,21,44181916
1000,21,45510897
2000,21,41432425
1,22,46182395
2,22,44415564
3,22,40635802
4,22,38675920
5,22,41953741
6,22,46734711
7,22,43730490
8,22,41484873
9,22,41082299
10,22,42671457
11,22,42647882
12,22,46372992
13,22,38404682
14,22,47691013
15,22,50654115
16,22,44915182
17,22,46617031
18,22,43466837
19,22,47225511
20,22,44677286
21,22,43945584
22,22,49911603
23,22,49095034
24,22,45674795
25,22,42885749
26,22,46691941
27,22,48728096
28,22,48397907
29,22,46101545
30,22,47388125
40,22,46107886
50,22,41290120
60,22,44240157
70,22,49437816
80,22,44534640
90,22,42446256
100,22,44681675
200,22,45125025
300,22,42381796
400,22,45690284
500,22,44456132
600,22,43895492
700,22,38228122
800,22,45495790
900,22,39802291
1000,22,46130359
2000,22,42153938
1,23,51841500
2,23,42241783
3,23,48486545
4,23,42960300
5,23,41957319
6,23,48584468
7,23,41047195
8,23,40771579
9,23,42585488
10,23,44417250
11,23,40259269
12,23,52106037
13,23,46994309
14,23,43714524
15,23,46812728
16,23,44896398
17,23,45905699
18,23,45347132
19,23,42314590
20,23,46146300
21,23,46044930
22,23,46429591
23,23,39907710
24,23,45445296
25,23,40297980
26,23,44974474
27,23,40711697
28,23,47044494
29,23,43430892
30,23,48509398
40,23,39512610
50,23,45119817
60,23,45823245
70,23,43058806
80,23,40187474
90,23,41824292
100,23,43816655
200,23,41707313
300,23,45774684
400,23,48871277
500,23,47802194
600,23,48656085
700,23,45444356
800,23,39425027
900,23,42909776
1000,23,44889886
2000,23,39478326
1,24,45867999
2,24,44353442
3,24,41855019
4,24,37489079
5,24,41842567
6,24,47798238
7,24,43593688
8,24,38951049
9,24,41620892
10,24,44677919
11,24,45143232
12,24,38972148
13,24,39821300
14,24,47622067
15,24,47501872
16,24,48977587
17,24,47319820
18,24,46260477
19,24,43744450
20,24,38744813
21,24,45665230
22,24,42515689
23,24,44862506
24,24,39427822
25,24,43501445
26,24,44505948
27,24,45620006
28,24,40295720
29,24,48739141
30,24,43149718
40,24,43426165
50,24,46974895
60,24,41072745
70,24,43002232
80,24,44487535
90,24,46680132
100,24,47853983
200,24,43043508
300,24,45041112
400,24,41242182
500,24,39992571
600,24,45250194
700,24,41097722
800,24,38291393
900,24,44733775
1000,24,39737945
2000,24,47394371
1,25,48969794
2,25,41905797
3,25,41749895
4,25,41134251
5,25,45877570
6,25,43822879
7,25,47617861
8,25,45263860
9,25,43958944
10,25,39218341
11,25,42527944
12,25,45130830
13,25,46397655
14,25,44693021
15,25,41108502
16,25,45744090
17,25,43469738
18,25,39993042
19,25,49919724
20,25,43223406
21,25,40306520
22,25,37833236
23,25,40356844
24,25,49571803
25,25,46312606
26,25,47909809
27,25,43947083
28,25,45725265
29,25,41084138
30,25,45232202
40,25,42083300
50,25,45188770
60,25,42723841
70,25,49031731
80,25,45051031
90,25,40193228
100,25,40654413
200,25,45506765
300,25,42655062
400,25,44500139
500,25,40297483
600,25,48421407
700,25,47213895
800,25,45364980
900,25,44875292
1000,25,45515472
2000,25,43568575
1,26,46197471
2,26,39368925
3,26,46526458
4,26,41580759
5,26,43377627
6,26,43736940
7,26,46706415
8,26,46133992
9,26,43186047
10,26,44546537
11,26,41100460
12,26,40616122
13,26,50139177
14,26,46580258
15,26,45451233
16,26,44379564
17,26,45825834
18,26,42033298
19,26,45969744
20,26,52475045
21,26,45213027
22,26,47816486
23,26,45206695
24,26,47237361
25,26,39584369
26,26,46224622
27,26,40812180
28,26,48562473
29,26,42396980
30,26,43332382
40,26,46881373
50,26,45632734
60,26,46014598
70,26,41194386
80,26,43899315
90,26,42833267
100,26,47709886
200,26,38910827
300,26,39687272
400,26,43920114
500,26,45102610
600,26,48505557
700,26,48043942
800,26,47437036
900,26,46666822
1000,26,40022581
2000,26,43178656
1,27,60751076
2,27,45314217
3,27,49901825
4,27,51527941
5,27,45656439
6,27,41454373
7,27,46247817
8,27,46401946
9,27,48127510
10,27,45860040
11,27,39742677
12,27,47507247
13,27,44577828
14,27,45826898
15,27,46104117
16,27,42653472
17,27,44701791
18,27,43835927
19,27,46049766
20,27,39169213
21,27,48444444
22,27,43801844
23,27,42865930
24,27,50640690
25,27,41127061
26,27,43691787
27,27,44134427
28,27,46258719
29,27,43451558
30,27,42208097
40,27,43603323
50,27,40534501
60,27,43997211
70,27,42019244
80,27,41748737
90,27,40248315
100,27,38261922
200,27,40998360
300,27,48352983
400,27,43431070
500,27,47672849
600,27,41357394
700,27,47254115
800,27,47619269
900,27,42914051
1000,27,43955342
2000,27,45574947
1,28,52974083
2,28,46177407
3,28,50365966
4,28,44231760
5,28,48822152
6,28,42571560
7,28,49679720
8,28,44017719
9,28,42168363
10,28,47080249
11,28,39909140
12,28,47075840
13,28,47740967
14,28,46938784
15,28,39532545
16,28,41182587
17,28,47087854
18,28,39720748
19,28,42085610
20,28,43606449
21,28,43928352
22,28,41521152
23,28,44538786
24,28,47484077
25,28,42445584
26,28,47528779
27,28,44121575
28,28,44648011
29,28,45999404
30,28,48846890
40,28,48565573
50,28,45548719
60,28,39948706
70,28,40813174
80,28,44151240
90,28,40746050
100,28,43081957
200,28,39967070
300,28,51613977
400,28,42157235
500,28,41247680
600,28,42720620
700,28,45895560
800,28,44204501
900,28,47436948
1000,28,42201417
2000,28,43175603
1,29,53180062
2,29,41318583
3,29,41589069
4,29,43206641
5,29,43988296
6,29,45061787
7,29,48060387
8,29,46741215
9,29,47349415
10,29,48456690
11,29,47551594
12,29,42091963
13,29,40902353
14,29,46946621
15,29,46107047
16,29,42478367
17,29,44070180
18,29,40152819
19,29,45948641
20,29,46865208
21,29,47690184
22,29,44717633
23,29,39840243
24,29,46680742
25,29,43593176
26,29,48370119
27,29,44404837
28,29,42122480
29,29,46619798
30,29,39395599
40,29,46696993
50,29,44462205
60,29,45582335
70,29,48912525
80,29,46729455
90,29,49609291
100,29,45250713
200,29,45978587
300,29,46099834
400,29,40754187
500,29,44559458
600,29,43970584
700,29,47441368
800,29,49506719
900,29,47405441
1000,29,48928295
2000,29,48019051
1,30,47493467
2,30,48606883
3,30,50937491
4,30,43451241
5,30,47587944
6,30,49445887
7,30,47310094
8,30,46200735
9,30,42051428
10,30,39928951
11,30,44996447
12,30,47886393
13,30,48619548
14,30,44321653
15,30,41799466
16,30,46036947
17,30,42845636
18,30,48256417
19,30,47079391
20,30,46969806
21,30,47264899
22,30,40874082
23,30,48277126
24,30,48208056
25,30,46589674
26,30,43458846
27,30,46461333
28,30,43408552
29,30,46221133
30,30,49539873
40,30,43685301
50,30,45778845
60,30,40647027
70,30,43598177
80,30,43933356
90,30,41346699
100,30,40090204
200,30,41666398
300,30,43624136
400,30,45418509
500,30,43188550
600,30,44630873
700,30,40024520
800,30,39791213
900,30,48129119
1000,30,47546247
2000,30,39760015
1,40,48051093
2,40,51548969
3,40,43701111
4,40,46762639
5,40,50162180
6,40,44769864
7,40,46746288
8,40,45878332
9,40,46293831
10,40,44923833
11,40,46431719
12,40,46136546
13,40,46016581
14,40,46166142
15,40,45508028
16,40,42239823
17,40,45837655
18,40,44687921
19,40,43825705
20,40,41128430
21,40,48129581
22,40,41587541
23,40,42612551
24,40,52222070
25,40,44454804
26,40,43584193
27,40,41566622
28,40,43193852
29,40,41923851
30,40,41694541
40,40,43359802
50,40,46676339
60,40,47273427
70,40,46679244
80,40,44497094
90,40,42222261
100,40,46703339
200,40,45209499
300,40,48817251
400,40,48000289
500,40,51148479
600,40,45065680
700,40,46578826
800,40,42348356
900,40,41803706
1000,40,47013701
2000,40,47212654
1,50,53839485
2,50,51467308
3,50,45757707
4,50,44985941
5,50,42737307
6,50,44645283
7,50,52759500
8,50,40628324
9,50,40111996
10,50,45056994
11,50,43446846
12,50,45228736
13,50,43190336
14,50,42642599
15,50,44124626
16,50,46341101
17,50,47914389
18,50,49644893
19,50,47589149
20,50,43911007
21,50,43336059
22,50,46439726
23,50,49629123
24,50,49012499
25,50,42219576
26,50,53015370
27,50,44234784
28,50,45965017
29,50,47095075
30,50,45331069
40,50,42484554
50,50,45235009
60,50,45640198
70,50,45289921
80,50,46586211
90,50,46408437
100,50,45693167
200,50,47842835
300,50,44272635
400,50,47286733
500,50,51492987
600,50,49074425
700,50,51789905
800,50,48271029
900,50,51419981
1000,50,42192136
2000,50,42481849
1,60,55799419
2,60,48398137
3,60,45152946
4,60,49264942
5,60,51430631
6,60,42515773
7,60,53438544
8,60,52406821
9,60,51907224
10,60,45861273
11,60,54288176
12,60,49790096
13,60,47373497
14,60,45444984
15,60,48424367
16,60,44385648
17,60,50129924
18,60,47818061
19,60,45466564
20,60,49097138
21,60,48636546
22,60,43449013
23,60,45945953
24,60,50255449
25,60,49308134
26,60,44703985
27,60,49748870
28,60,48261743
29,60,46285289
30,60,50248366
40,60,43916669
50,60,44673788
60,60,50212028
70,60,50978735
80,60,43940053
90,60,44169273
100,60,47847738
200,60,46239503
300,60,44505423
400,60,43902954
500,60,47161281
600,60,47601216
700,60,45711544
800,60,42262009
900,60,44389025
1000,60,48178588
2000,60,45351349
1,70,53123957
2,70,50609093
3,70,45027021
4,70,44926913
5,70,47190296
6,70,49552723
7,70,40357930
8,70,47805338
9,70,42440183
10,70,46386700
11,70,45279084
12,70,54535903
13,70,44526574
14,70,47987671
15,70,47273643
16,70,46797901
17,70,49752949
18,70,42255036
19,70,53065267
20,70,54820758
21,70,49837428
22,70,50714491
23,70,49738562
24,70,47369693
25,70,49857616
26,70,46248281
27,70,48931921
28,70,50774183
29,70,45600386
30,70,48236378
40,70,46403512
50,70,46552582
60,70,43038445
70,70,49322673
80,70,50102255
90,70,47589075
100,70,45886414
200,70,42845103
300,70,45712347
400,70,47476434
500,70,49948948
600,70,46692594
700,70,49254326
800,70,55631678
900,70,49051635
1000,70,48698924
2000,70,47568286
1,80,53772124
2,80,51342860
3,80,49232105
4,80,44681425
5,80,48554675
6,80,48301721
7,80,47262784
8,80,46784707
9,80,48300439
10,80,43123386
11,80,42712826
12,80,44882713
13,80,47502463
14,80,41590532
15,80,51220772
16,80,54429265
17,80,44423692
18,80,50964471
19,80,48521583
20,80,47108815
21,80,43394033
22,80,45255752
23,80,54470202
24,80,42014196
25,80,39910073
26,80,50168300
27,80,47022575
28,80,45286531
29,80,46953044
30,80,44502892
40,80,50692263
50,80,50497948
60,80,50773966
70,80,52074964
80,80,47424338
90,80,47433655
100,80,44552094
200,80,47729990
300,80,45706859
400,80,48681203
500,80,52379093
600,80,47390995
700,80,52768003
800,80,51716261
900,80,51704711
1000,80,48567381
2000,80,45013590
1,90,60368951
2,90,49138751
3,90,42684503
4,90,49757622
5,90,45854756
6,90,44453830
7,90,45292983
8,90,47627399
9,90,46651189
10,90,47577084
11,90,47322868
12,90,54236276
13,90,46860361
14,90,49060495
15,90,50400877
16,90,50909841
17,90,46963765
18,90,50293637
19,90,45110382
20,90,50398704
21,90,47229664
22,90,46458378
23,90,47235055
24,90,44266991
25,90,44560291
26,90,48451905
27,90,45010745
28,90,47625195
29,90,50815544
30,90,47035780
40,90,45317300
50,90,48704789
60,90,50935880
70,90,43944106
80,90,47069845
90,90,47763355
100,90,50893983
200,90,49908956
300,90,45060769
400,90,48414355
500,90,49892406
600,90,47598607
700,90,48188872
800,90,48135813
900,90,48687067
1000,90,47874474
2000,90,42738437
1,100,49777311
2,100,46935383
3,100,44471425
4,100,45375490
5,100,48674452
6,100,46464350
7,100,49281301
8,100,44633708
9,100,47911944
10,100,48773899
11,100,44151114
12,100,49550596
13,100,51879321
14,100,50391152
15,100,47667245
16,100,50450673
17,100,46819557
18,100,45975465
19,100,48421179
20,100,45559084
21,100,50121556
22,100,53087005
23,100,44138782
24,100,46360306
25,100,47662867
26,100,47884083
27,100,46658405
28,100,49496234
29,100,49144986
30,100,55458309
40,100,48840525
50,100,44079061
60,100,56380759
70,100,45383907
80,100,47167589
90,100,45018411
100,100,52788265
200,100,48135675
300,100,45630629
400,100,46416062
500,100,49051531
600,100,54299297
700,100,49926542
800,100,50365644
900,100,48591539
1000,100,50223047
2000,100,48032231
