#(threads),time taken(in ns)
1,247384203
2,93078578
3,79819196
4,40171560
5,39956782
6,30217530
7,51989798
8,44566785
9,41777708
10,37269140
11,35131449
12,32422241
13,38914843
14,34987036
15,39736891
16,37024408
17,37276680
18,35719448
19,36434161
20,36140183
21,36108313
22,34902880
23,36323186
24,36362923
25,37092756
26,37992414
27,35243811
28,33933309
29,39838618
30,32335104
31,38071573
32,38494481
33,34743891
34,40553840
35,33972611
36,41319139
37,38402968
38,40016313
39,35185288
40,43632041
41,35095360
42,42106245
43,33976142
44,46921747
45,44796670
46,43630077
47,47220672
48,46118038
49,43087488
50,44415825
51,37575650
52,47465905
53,43130107
54,45208214
55,45161093
56,46569256
57,47120520
58,53735566
59,50422046
60,44084928
61,51813555
62,52225518
63,51740580
64,49193729
65,49948337
66,41853900
67,50420422
68,52698965
69,51018895
70,51967825
71,47801384
72,52149746
73,53577422
74,51856826
75,52699041
76,48366459
77,55641337
78,49581746
79,52825438
80,50041385
81,49122877
82,49421724
83,48033446
84,50652099
85,54071416
86,48576631
87,49956008
88,46946367
89,49460237
90,51361305
91,49569017
92,48310198
93,51838773
94,46992816
95,52465170
96,45289814
97,45260723
98,47630788
99,46526937
100,49279745
101,46386850
102,48249816
103,47032957
104,50211068
105,47516770
106,50872273
107,49039819
108,52682153
109,47881586
110,46815246
111,48211888
112,51888567
113,50437018
114,51838356
115,52347840
116,45437386
117,48796509
118,53963418
119,52888413
120,50307640
121,48930852
122,46787928
123,47167704
124,46875455
125,50440669
126,49652506
127,51498421
128,48628160
129,53255480
130,51091734
131,51409232
132,47124824
133,53031704
134,48599881
135,51163878
136,50264971
137,48205937
138,45703993
139,50441606
140,49831037
141,52138209
142,49892578
143,49669392
144,52958903
145,50307808
146,47256134
147,48795284
148,53523271
149,51839814
150,54669304
151,48162459
152,50910969
153,50227087
154,50294274
155,49458300
156,52591458
157,53177252
158,51073878
159,52449989
160,54469559
161,45517432
162,49115582
163,50831340
164,50342160
165,52918292
166,52553086
167,51006469
168,48308619
169,53283870
170,51570712
171,50878498
172,54048853
173,48526233
174,50606258
175,52329188
176,52120131
177,48725655
178,50316057
179,55337341
180,53090959
181,54736049
182,49495590
183,50358222
184,51708836
185,50848632
186,51038086
187,50625918
188,53985667
189,51872914
190,50875170
191,53228779
192,51085371
193,53065312
194,51462393
195,53042548
196,54027233
197,50930698
198,52707331
199,50845705
200,49926794
201,51457931
202,51281449
203,51416001
204,51073925
205,52288406
206,51486858
207,50368995
208,49811997
209,51896003
210,51808315
211,52707017
212,52952121
213,52885240
214,53201348
215,48239309
216,51356562
217,50239159
218,49782666
219,49895043
220,51706566
221,51793769
222,47095244
223,51165790
224,50267139
225,49551677
226,52243552
227,50878290
228,52468754
229,50313269
230,49430650
231,48955251
232,55168806
233,49984513
234,53669217
