P1,P2,Time
1,1,652402
1,2,706880
1,3,693522
1,4,719421
1,5,639170
1,6,707877
1,7,685917
1,8,664583
1,9,807126
1,10,714257
1,11,622695
1,12,683161
1,13,702674
1,14,641385
1,15,709155
1,16,711502
1,17,714275
1,18,884032
1,19,736388
1,20,695677
1,21,699867
1,22,688919
1,23,768312
1,24,695819
1,25,731877
1,26,637218
1,27,728565
1,28,711230
1,29,720017
1,30,704028
1,40,718118
1,50,991442
1,60,656333
1,70,698609
1,80,684140
1,90,701782
1,100,695172
1,200,625599
1,300,652168
1,400,707825
1,500,714076
1,600,712174
1,700,710832
1,800,715486
1,900,716630
1,1000,635246
1,2000,716108
2,1,371317
2,2,379827
2,3,372647
2,4,349997
2,5,388108
2,6,388234
2,7,383954
2,8,365683
2,9,467909
2,10,361127
2,11,1019870
2,12,391358
2,13,404030
2,14,382402
2,15,339459
2,16,421152
2,17,343670
2,18,385174
2,19,432884
2,20,381072
2,21,358524
2,22,432874
2,23,404133
2,24,359385
2,25,387353
2,26,357782
2,27,396120
2,28,368391
2,29,387238
2,30,459131
2,40,403538
2,50,385591
2,60,445654
2,70,384632
2,80,389187
2,90,406615
2,100,436038
2,200,334632
2,300,426268
2,400,365807
2,500,378356
2,600,399803
2,700,387149
2,800,370971
2,900,375461
2,1000,374013
2,2000,374527
3,1,378012
3,2,361497
3,3,375615
3,4,395784
3,5,376806
3,6,401238
3,7,381139
3,8,367337
3,9,373089
3,10,378823
3,11,377159
3,12,391854
3,13,386619
3,14,358987
3,15,322788
3,16,323484
3,17,381250
3,18,357520
3,19,365525
3,20,355447
3,21,333473
3,22,371116
3,23,371934
3,24,387087
3,25,363856
3,26,367498
3,27,344953
3,28,375074
3,29,354579
3,30,298845
3,40,370798
3,50,353493
3,60,370279
3,70,355199
3,80,441526
3,90,339885
3,100,440139
3,200,407174
3,300,355135
3,400,374170
3,500,378522
3,600,365000
3,700,369179
3,800,394943
3,900,837116
3,1000,348687
3,2000,379269
4,1,283685
4,2,304646
4,3,281179
4,4,285662
4,5,288226
4,6,312226
4,7,275774
4,8,857819
4,9,293830
4,10,269201
4,11,284277
4,12,264315
4,13,283465
4,14,285250
4,15,298988
4,16,285437
4,17,609931
4,18,275780
4,19,285160
4,20,251650
4,21,249685
4,22,293505
4,23,269163
4,24,258861
4,25,300679
4,26,251600
4,27,242219
4,28,323806
4,29,330942
4,30,275706
4,40,300780
4,50,273138
4,60,312656
4,70,317810
4,80,316400
4,90,251714
4,100,275037
4,200,302406
4,300,339693
4,400,312860
4,500,290683
4,600,303002
4,700,257392
4,800,250720
4,900,360794
4,1000,257378
4,2000,266792
5,1,348448
5,2,245688
5,3,296503
5,4,396918
5,5,274660
5,6,297019
5,7,316523
5,8,281993
5,9,266746
5,10,910550
5,11,304347
5,12,261732
5,13,278012
5,14,313961
5,15,317738
5,16,233084
5,17,243030
5,18,237574
5,19,256803
5,20,306099
5,21,244331
5,22,282140
5,23,393935
5,24,252752
5,25,287240
5,26,280224
5,27,278232
5,28,286943
5,29,312553
5,30,351913
5,40,779901
5,50,289189
5,60,446709
5,70,315151
5,80,241285
5,90,399576
5,100,280385
5,200,2976988
5,300,310769
5,400,391231
5,500,474735
5,600,428609
5,700,371375
5,800,262385
5,900,268772
5,1000,368965
5,2000,321542
6,1,245680
6,2,334989
6,3,324803
6,4,329434
6,5,324308
6,6,325169
6,7,349899
6,8,343728
6,9,328785
6,10,336517
6,11,340345
6,12,366944
6,13,340734
6,14,335066
6,15,335557
6,16,352170
6,17,303293
6,18,289165
6,19,342079
6,20,379643
6,21,321997
6,22,375011
6,23,259913
6,24,323504
6,25,389368
6,26,340590
6,27,353095
6,28,320482
6,29,329375
6,30,555819
6,40,368812
6,50,513522
6,60,325626
6,70,362397
6,80,901233
6,90,346849
6,100,318230
6,200,320942
6,300,324997
6,400,333714
6,500,364262
6,600,338505
6,700,317904
6,800,338249
6,900,326392
6,1000,416834
6,2000,294241
7,1,339723
7,2,303588
7,3,304428
7,4,322113
7,5,345112
7,6,322253
7,7,330279
7,8,346606
7,9,307768
7,10,3148174
7,11,306235
7,12,348454
7,13,352036
7,14,494928
7,15,312116
7,16,297616
7,17,315902
7,18,297321
7,19,344635
7,20,333967
7,21,643807
7,22,341254
7,23,335093
7,24,322170
7,25,270061
7,26,701285
7,27,423915
7,28,533447
7,29,255602
7,30,301908
7,40,319724
7,50,329907
7,60,241174
7,70,279203
7,80,308577
7,90,368691
7,100,313150
7,200,277781
7,300,318535
7,400,271244
7,500,338915
7,600,318125
7,700,320956
7,800,319000
7,900,349395
7,1000,322655
7,2000,319710
8,1,433964
8,2,337778
8,3,365351
8,4,316712
8,5,325514
8,6,284990
8,7,352738
8,8,333454
8,9,331688
8,10,366246
8,11,370622
8,12,2955831
8,13,357342
8,14,338300
8,15,309660
8,16,602670
8,17,583437
8,18,434381
8,19,377967
8,20,353678
8,21,370158
8,22,335847
8,23,353653
8,24,419372
8,25,347388
8,26,388613
8,27,328530
8,28,285295
8,29,300822
8,30,364682
8,40,397274
8,50,272159
8,60,343247
8,70,325426
8,80,265955
8,90,336323
8,100,352068
8,200,293916
8,300,315989
8,400,355099
8,500,393962
8,600,329217
8,700,481496
8,800,454027
8,900,381463
8,1000,320470
8,2000,352378
9,1,361226
9,2,369835
9,3,369752
9,4,295837
9,5,348716
9,6,421592
9,7,426120
9,8,336417
9,9,303437
9,10,324495
9,11,336537
9,12,402341
9,13,385210
9,14,347784
9,15,357669
9,16,373400
9,17,320691
9,18,487823
9,19,476477
9,20,375815
9,21,371409
9,22,328745
9,23,358267
9,24,296229
9,25,366934
9,26,346848
9,27,382958
9,28,354965
9,29,311419
9,30,310560
9,40,385123
9,50,300101
9,60,298972
9,70,329559
9,80,325676
9,90,351882
9,100,343736
9,200,351915
9,300,385689
9,400,303474
9,500,399234
9,600,340655
9,700,349159
9,800,396820
9,900,369465
9,1000,431599
9,2000,357389
10,1,376944
10,2,403926
10,3,329761
10,4,369492
10,5,379334
10,6,392511
10,7,335109
10,8,328086
10,9,357290
10,10,353747
10,11,433903
10,12,372735
10,13,393020
10,14,504298
10,15,327632
10,16,549958
10,17,456611
10,18,396435
10,19,361899
10,20,367896
10,21,577454
10,22,340553
10,23,373958
10,24,408772
10,25,319444
10,26,321421
10,27,333673
10,28,352586
10,29,338847
10,30,362012
10,40,351365
10,50,362696
10,60,370928
10,70,376788
10,80,345143
10,90,381991
10,100,378537
10,200,338621
10,300,495625
10,400,327654
10,500,366719
10,600,357855
10,700,376526
10,800,399032
10,900,330220
10,1000,410513
10,2000,313126
