Size,Time
5,11365560
5,42186601
5,22440205
5,14970385
5,23023551
5,23550904
5,22378834
5,22562190
5,22680742
5,4587246
5,16888539
5,4792541
5,16923625
5,22359105
5,17605026
5,14280137
5,919792158
5,7424068
5,8339981
5,4626419
5,4724674
5,4457819
5,4708797
5,5104402
5,4965676
5,4830666
5,4554495
5,4713015
5,4988550
5,4684717
5,4412628
5,4063376
5,4884012
5,4608661
5,20919277
5,20184053
5,4933709
5,4615406
5,4884448
5,4764169
5,16349981
5,22994286
5,23087329
5,22792381
5,22957575
5,4482015
5,17770852
5,22927245
5,20880608
5,17094932
5,22880462
5,22574137
5,23216486
5,22674189
5,23262527
5,14753603
5,14829374
5,14794994
5,15737368
5,22793451
5,22360728
5,14521419
5,15083229
5,15296836
5,14451297
5,15082437
5,17905509
5,20126205
5,14836509
5,14977103
5,15080007
5,4477247
5,4747248
5,19883558
5,14438334
5,15094974
5,14715117
5,15136477
5,15250203
5,22788136
5,14979329
5,15732936
5,22410092
5,22683951
5,22737170
5,22792005
5,4693617
5,17435202
5,5611555
5,19997952
5,18693068
5,22805589
5,23352752
5,22751611
5,23228858
5,15977071
5,22831616
5,14407183
5,14936655
5,4569450
5,18099053
5,14787495
5,14804666
5,4565203
5,17881950
5,14783967
5,15255405
5,14980753
5,14791485
5,14929622
5,14989629
5,14947875
5,14971510
5,15075831
5,14836807
5,14842638
5,15066758
5,15143567
5,15018719
5,14929763
5,15024638
5,15859642
5,16300080
5,20939637
5,22862870
5,15222510
5,25175008
5,4495892
5,15771742
5,23130883
5,23210392
5,22809541
5,22923875
5,22340643
5,14898493
5,22824873
5,23122702
5,23093487
5,23071105
5,22782737
5,14913575
5,15052890
5,15094215
5,15229167
5,14965327
5,20109749
5,13951561
5,13912753
5,13280715
5,7585774
5,7881362
5,22457656
5,17407548
5,13897728
5,11602503
5,15587234
5,14635164
5,18879827
5,18881509
5,14600512
5,14974508
5,14661975
5,15686040
5,24570233
5,6446777
5,20588772
5,18610424
5,18712320
5,14919945
5,22905065
5,22717241
5,22868003
5,4648996
5,17197052
5,22912672
5,22736915
5,8047501
5,21277381
5,22877417
5,22772512
5,23079714
5,22688378
5,16364657
5,21205145
5,22900482
5,15721284
5,4415064
5,16986598
5,14122397
5,4671270
5,17236207
5,14897852
5,14863381
5,14850926
5,4437745
5,16995162
5,14848672
5,14753767
5,14654344
5,14739061
5,14771507
5,14933872
5,14693582
5,14919648
5,14877424
5,14868141
5,15023883
5,14423158
5,14873648
5,14374333
5,15918547
5,22512146
5,22449957
5,4767814
5,16539440
5,22916749
5,15601551
5,9479614
5,17190194
5,21079856
5,21267292
5,21072499
5,21464814
5,22525014
5,22481734
5,23974335
5,22734492
5,22758869
5,14814348
5,15092220
5,15202792
5,14777057
5,4565111
5,17680938
5,15081296
5,15033088
5,14624836
5,14944963
5,15095617
5,15193361
5,22261871
5,14936917
5,22905095
5,14978777
5,4443144
5,16864303
5,22892631
5,15145155
5,14678960
5,23200792
5,30836572
5,4680892
5,16672913
5,15363497
5,22743483
5,47182034
5,247186061
5,261603906
5,13511257
5,11139804
5,15322382
5,4561997
5,17619487
5,14393377
5,15229741
5,15334117
5,14439112
5,16285222
5,21970202
5,14729598
5,15044098
5,15093824
5,15239173
5,23006974
5,15047095
5,18183481
5,19763917
5,23153882
5,23204101
5,23327571
5,23018295
5,23144107
5,23163862
5,15041480
5,22947863
5,23130724
5,23037997
5,22811856
5,14702383
5,15180496
5,15053865
5,4974984
5,17295749
5,13762005
5,18704834
5,24571228
5,7503577
5,19181302
5,14213672
5,8708558
5,18721701
5,13576200
5,21514888
5,22001368
5,23857511
5,20273767
5,4761790
5,16839168
5,22075701
5,14620212
5,15138593
5,15155816
5,23783194
5,22334098
5,23076395
5,15094220
5,23048868
5,4465825
5,17471813
5,22925247
5,22553681
5,4725783
5,17309295
5,25402295
5,20214539
5,23057750
5,23145793
5,18036228
5,20216380
5,20647257
5,17005816
5,23124025
5,22838440
5,15052747
5,14939725
5,15088666
5,15323196
5,14935249
5,14615143
5,6711503
5,19251909
5,19159483
5,14947243
5,15134077
5,15745334
5,22457886
5,4675934
5,17079004
5,14961472
5,14704334
5,14960737
5,15124235
5,14942144
5,16445091
5,21534794
5,15225791
5,23010554
5,21634956
5,21153572
5,21952370
5,21044920
5,21705470
5,21467171
5,21046576
5,21595792
5,21667375
5,7203109
5,21007789
5,22379242
5,4919710
5,16031409
5,14825014
5,22031080
5,4628744
5,4828167
5,18553585
5,4705465
5,4776367
5,18167836
5,14282200
5,14219260
5,5010800
5,4906002
5,17863680
5,14392757
5,14574174
5,14449580
5,14625002
5,13822586
5,14560698
5,14312281
5,14477411
5,14498042
5,14330136
5,14308695
5,22578874
5,22312637
5,22504707
5,16408792
5,20990540
5,21646900
5,21362148
5,22096025
5,21102136
5,21765614
5,21438118
5,21731763
5,21388335
5,21997588
5,10346846
5,16689722
5,21835446
5,22203483
5,16030284
5,21691323
5,23039450
5,22676145
5,23700488
5,4630372
5,16223158
5,22915100
5,14889256
5,15089624
5,16501358
5,21325454
5,14430491
5,14823179
5,15121664
5,14507943
5,14652567
5,15016545
5,14580749
5,14437275
5,14847857
5,4632796
5,17321352
5,14967542
5,14949828
5,15060090
5,21506190
5,78168404
5,21187161
5,21871275
5,22373601
5,21523484
5,22140114
5,21904935
5,21505273
5,21949966
5,22109501
5,22012698
5,21599937
5,22202637
5,9033595
5,18867203
5,21595871
5,24639454
5,21226299
5,22489857
5,22865346
5,22685290
5,15496614
5,23089832
5,14549159
5,15055751
5,15107732
5,15062216
5,15163380
5,14936357
5,14877459
5,14726637
5,15219624
5,15027487
5,18673026
5,19506899
5,15174367
5,14698388
5,15033297
5,15118626
5,14989166
5,15122873
5,14941762
5,14889868
5,14983763
5,15130749
5,4625103
5,17566525
5,14748467
5,14530659
5,15026744
5,15244275
5,23075523
5,21915435
5,22950035
5,23983327
5,607004994
5,924810244
5,4716351
5,19752220
5,14965246
5,30173237
5,4598827
5,17274887
5,4489778
5,17743226
5,15190374
5,14739192
5,14901143
5,14884056
5,32558621
5,22034504
5,13290074
5,21580200
5,14400910
5,14286095
5,14464286
5,14501706
5,14220029
5,22370837
5,14096061
5,14777999
5,22156107
5,22438056
5,22286089
5,22283853
5,8847425
5,21818564
5,19622744
5,4916726
5,15960602
5,22031930
5,14950918
5,22142215
5,22471834
5,21539910
5,22497351
5,22160235
5,14652333
5,21734760
5,4323528
5,4413997
5,20568337
5,22880247
5,4587483
5,17179903
5,4503620
5,17984699
5,18542901
5,19412544
5,14821402
5,14875908
5,15077020
5,31110982
5,15143855
5,15022951
5,15079036
5,15004067
5,14665815
5,15017864
5,17939550
5,20349889
5,14860058
5,14996913
5,4612826
5,17772545
5,15253180
5,14908753
5,14848620
5,6983223
5,22940789
5,15169905
5,15301671
5,22736553
5,15297728
5,22912194
5,15001390
5,23349821
5,22943906
5,4842196
5,25296752
5,22964721
5,22760793
5,21780204
5,21514727
5,22022149
5,21258148
5,21794958
5,15157218
5,20449281
5,21342081
5,22576130
5,22496022
5,18246363
5,15263289
5,18827996
5,23068481
5,168386215
5,20960956
5,13278093
5,13305657
5,13884031
5,13475663
5,13542356
5,7171351
5,12407917
5,13611483
5,9714681
5,17706358
5,7683593
5,19822753
5,14738602
5,14684782
5,14701907
5,4783192
5,16273575
5,14605450
5,14296884
5,16925919
5,20106481
5,14529880
5,14727511
5,22671010
5,14455883
5,22769742
5,22719830
5,22603990
5,22641519
5,14930190
5,22131704
5,22835777
5,22641511
5,22371264
5,16702176
5,16306966
5,19037287
5,22387810
5,22514111
5,4893611
5,16198242
5,118815520
5,14099649
5,9710244
5,17298911
5,13940427
5,13585996
5,13496714
5,14019376
5,15004376
5,20243134
5,13831292
5,13413802
5,14315677
5,14449553
5,13978594
5,14452429
5,13939218
5,14301830
5,14416291
5,8467888
5,20902225
5,20897750
5,14154447
5,14067257
5,22367752
5,22350240
5,17159468
5,19019650
5,22209559
5,24156339
5,20932994
5,21812255
5,364165216
5,712948604
5,21103088
5,23216093
5,23264892
5,21574856
5,22806061
5,23052129
5,4902621
5,18302441
5,22861216
5,20861308
5,14947019
5,15379980
5,14749970
5,14887184
5,14731861
5,15020312
5,15509533
5,22396098
5,14731494
5,15267385
5,14570595
5,14945270
5,14833968
5,14951478
5,4560729
5,16707510
5,14817706
5,14922421
5,14788530
5,22917278
5,4649817
5,17384708
5,14903366
5,15312361
5,22095278
5,14533835
5,14833247
5,14927776
5,14825406
5,14921817
5,15025796
5,5865607
5,15678573
5,15168291
5,22483039
5,15310072
5,22335951
5,22762723
5,19406312
5,22035506
5,206089550
5,18621500
5,21723895
5,7466565
5,7397962
5,18461527
5,13212447
5,13934692
5,13613151
5,13516048
5,13594774
5,14927798
5,21219457
5,21350178
5,21314574
5,13833380
5,13782965
5,13414874
5,13366114
5,13687187
5,21349691
5,22007945
5,14575188
5,4630257
5,16868458
5,4669350
5,4997405
10,7119073
10,7457786
10,7959780
10,5831688
10,6188329
10,6398505
10,7195333
10,6981527
10,5937643
10,6451086
10,7183805
10,7176863
10,6241619
10,6483647
10,7257694
10,7473015
10,8293693
10,7088573
10,6102528
10,6823795
10,7217671
10,7067520
10,7130465
10,7351357
10,6602258
10,10646484
10,6641160
10,6600797
10,9145874
10,7144777
10,6052918
10,6377214
10,8502642
10,7096468
10,6261934
10,6349729
10,7256999
10,24661483
10,7000788
10,6421355
10,7080571
10,9401978
10,7354589
10,7443200
10,6309814
10,6382221
10,7688277
10,7877265
10,7282573
10,7948791
10,6461350
10,6086432
10,8240261
10,7115144
10,6901790
10,7627222
10,6301426
10,6246111
10,6699150
10,8043051
10,6810268
10,7709548
10,8226085
10,6901685
10,7344508
10,11044470
10,10402758
10,6364464
10,6750232
10,6345147
10,9481937
10,6855386
10,6158089
10,6595626
10,13962769
10,6305164
10,6474568
10,7399977
10,7343504
10,7910127
10,7472558
10,10238712
10,7314316
10,6587146
10,8056203
10,6642547
10,6465722
10,7001388
10,6915518
10,6388884
10,6553848
10,7272170
10,7338810
10,9607926
10,7189897
10,6015708
10,6299068
10,7455616
10,7753114
10,8520589
10,7413762
10,7559026
10,6241387
10,8780436
10,7458607
10,6287136
10,6499837
10,8377643
10,7339387
10,7508247
10,7338165
10,7320315
10,6505634
10,8145193
10,6681671
10,6007058
10,6528430
10,7403991
10,7071031
10,9085362
10,6992086
10,6790869
10,10241806
10,6855445
10,7200619
10,10323625
10,9034338
10,6335764
10,6799029
10,8837490
10,6711049
10,6414528
10,6732147
10,7514212
10,6362731
10,6793336
10,6643528
10,8211178
10,6939808
10,6255626
10,6350352
10,10298991
10,6500344
10,10579209
10,7274410
10,6344405
10,6998416
10,7595897
10,7207688
10,15311375
10,6371429
10,6551012
10,9773242
10,6134264
10,6051895
10,6396820
10,8283112
10,6398350
10,6204269
10,6761957
10,11355787
10,7001473
10,6269452
10,8144511
10,7709606
10,7398526
10,6344441
10,6203982
10,9303918
10,7263734
10,6263956
10,6402180
10,9602198
10,6932262
10,6138365
10,6469128
10,11598278
10,6120455
10,6133388
10,6249787
10,7695874
10,6646292
10,6163540
10,6558810
10,7160781
10,8244143
10,6353394
10,6917484
10,7502375
10,7424291
10,6306062
10,6211625
10,7991913
10,7289671
10,9329757
10,7122237
10,9993430
10,7169897
10,6251438
10,6329300
10,11338058
10,6504582
10,6398052
10,6679255
10,7420323
10,7187016
10,6149977
10,6580048
10,9639797
10,6769134
10,6175283
10,6560468
10,9709503
10,7558581
10,6204737
10,6681420
10,7390185
10,8918954
10,6338833
10,6499433
10,10845414
10,6298018
10,6899721
10,6631240
