Size,Time
5,531007
5,388159
5,458986
5,442595
5,429509
5,473206
5,410435
5,452622
5,476731
5,467381
5,385754
5,437215
5,418129
5,440344
5,432726
5,7551663
5,2985328
5,978344
5,919170
5,218435
5,374595
5,303201
5,255895
5,281111
5,313426
5,298846
5,243318
5,259284
5,258288
5,264571
5,287672
5,262383
5,371776
5,302570
5,271946
5,278840
5,251251
5,399273
5,251728
5,550515
5,312436
5,254513
5,218350
5,258140
5,382118
5,470549
5,263904
5,224496
5,242717
5,326531
5,391964
5,272380
5,380461
5,4186075
5,340572
5,346507
5,300903
5,296068
5,315948
5,225051
5,454861
5,315704
5,240952
5,484169
5,446579
5,328865
5,265403
5,301141
5,4275423
5,250370
5,280049
5,312932
5,403180
5,237456
5,300482
5,321657
5,457708
5,397342
5,270604
5,308491
5,377111
5,310548
5,659366
5,567197
5,331717
5,251957
5,343522
5,292397
5,374574
5,473276
5,327630
5,570600
5,274181
5,232547
5,298184
5,250353
5,285256
5,323671
5,415530
5,419667
5,415737
5,293905
5,558585
5,269927
5,319542
5,337347
5,559914
5,429809
5,343320
5,323778
5,334722
5,492011
5,582721
5,339215
5,374202
5,460726
5,273182
5,318404
5,362181
5,325062
5,389236
5,309952
5,348699
5,351287
5,386922
5,482165
5,444099
5,392625
5,374370
5,472946
5,365957
5,388943
5,397888
5,470471
5,355534
5,420273
5,380207
5,415767
5,474667
5,444579
5,399345
5,421290
5,472193
5,368274
5,7863349
5,1288096
5,843139
5,3440484
5,3328934
5,955410
5,916702
5,978465
5,3381239
5,1014504
5,10548596
5,3107599
5,536132
5,572791
5,448456
5,613337
5,442070
5,678087
5,490172
5,1447562
5,743502
5,3766218
5,672812
5,533370
5,659664
5,449226
5,531677
5,751870
5,436217
5,521943
5,509477
5,580270
5,508387
5,652120
5,845332
5,3773840
5,480471
5,596670
5,623672
5,496901
5,560959
5,701711
5,564882
5,565416
5,710983
5,571630
5,3536187
5,500567
5,552347
5,1285638
5,524210
5,510761
5,764898
5,494121
5,687510
5,516836
5,687952
5,636072
5,670993
5,602153
5,709532
5,634345
5,744769
5,529667
5,1290411
5,602907
5,518516
5,611141
5,649799
5,587488
5,715789
5,629514
5,551600
5,3534508
5,4226342
5,1602524
5,5447242
5,3660553
5,8252145
5,827760
5,625681
5,648972
5,515899
5,511206
5,928472
5,483441
5,591555
5,553927
5,406755
5,528229
5,489490
5,522926
5,584141
5,991953
5,1081910
5,534168
5,633889
5,4030561
5,436201
5,560327
5,617616
5,729875
5,518299
5,491321
5,634729
5,541476
5,394093
5,313246
5,381410
5,394441
5,322308
5,367588
5,377505
5,925622
5,3065424
5,3032324
5,543070
5,431177
5,298379
5,456314
5,192555
5,351692
5,340301
5,258722
5,314144
5,467146
5,385814
5,370676
5,317118
5,359396
5,384449
5,271759
5,1396428
5,247703
5,321847
5,278234
5,258960
5,252732
5,360235
5,246821
5,293064
5,209479
5,230240
5,337613
5,348396
5,249037
5,267911
5,329001
5,233585
5,670352
5,2946008
5,629740
5,539074
5,731139
5,662326
5,719479
5,776633
5,646947
5,3080119
5,693522
5,571574
5,537249
5,393802
5,465060
5,475589
5,364043
5,270080
5,258096
5,222466
5,282857
5,287909
5,299658
5,263456
5,305183
5,241874
5,282633
5,558852
5,268381
5,218232
5,366058
5,333292
5,319931
5,1701026
5,568504
5,268065
5,307148
5,315381
5,256043
5,399698
5,525256
5,3663870
5,256330
5,331857
5,4871108
5,332752
5,272364
5,364477
5,272281
5,306439
5,356813
5,312682
5,338265
5,309782
5,385507
5,280398
5,600432
5,354495
5,313497
5,366535
5,437737
5,362234
5,542109
5,615292
5,921423
5,4142220
5,985721
5,3426133
5,934468
5,1135779
5,3247504
5,3367483
5,884537
5,758576
5,3216688
5,576016
5,619502
5,3910496
5,475648
5,495380
5,657378
5,737826
5,597897
5,688848
5,758807
5,548820
5,640494
5,630941
5,680499
5,746599
5,662994
5,702475
5,671700
5,3328150
5,595171
5,725013
5,681318
5,946745
5,574828
5,775473
5,689785
5,990416
5,543600
5,811162
5,656838
5,766682
5,423049
5,1507977
5,3470109
5,1087269
5,4055323
5,3503451
5,3567178
5,1088095
5,3523645
5,914720
5,3836936
5,3551924
5,725112
5,494735
5,412531
5,618648
5,378571
5,462072
5,1062025
5,508480
5,427326
5,379014
5,378338
5,400005
5,543746
5,598958
5,566795
5,4785233
5,506537
5,600297
5,750961
5,586519
